"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","counterbalance.huxg","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1709582721346,"04/03/2024 20:05:21",1709582721346,0,"04/03/2024 20:05:21",169741,4,"questionnaire-xamc",NA,35771592,10573012,NA,"complete",NA,"65e61cbd9c011620fb06f645","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x651",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_second","1","2","SUPPRF92065"
"1",1709585911425,"04/03/2024 20:58:31",1709567911425,-5,"04/03/2024 10:58:31",169741,4,"questionnaire-xamc",NA,35773804,10573500,NA,"complete",NA,"65e6357b41f59d31ba13b2b5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x815",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_second","1","2","SUPPRF57112"
"1",1709586245111,"04/03/2024 21:04:05",1709568245111,-5,"04/03/2024 11:04:05",169741,4,"questionnaire-xamc",NA,35773973,10573539,NA,"complete",NA,"65e636b392761b1846fc1cc2","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","Chocking_first","1","2","SUPPRF60453"
"1",1709586417584,"04/03/2024 21:06:57",1709568417584,-5,"04/03/2024 11:06:57",169741,4,"questionnaire-xamc",NA,35774088,10573564,NA,"complete",NA,"65e6378085f512aeefe14550","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x754",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_second","1","2","SUPPRF85387"
"1",1709586783661,"04/03/2024 21:13:03",1709586783661,0,"04/03/2024 21:13:03",169741,4,"questionnaire-xamc",NA,35774323,10573608,NA,"complete",NA,"65e638dc6f8a1e9e62cf7935","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Chocking_first","1","2","SUPPRF16819"
"1",1709587969764,"04/03/2024 21:32:49",1709587969764,0,"04/03/2024 21:32:49",169741,4,"questionnaire-xamc",NA,35774969,10573740,NA,"complete",NA,"65e63aec8bedd849e61a5057","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1552x970","1552x848",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Chocking_first","1","2","SUPPRF32972"
"1",1709588685697,"04/03/2024 21:44:45",1709559885697,-8,"04/03/2024 05:44:45",169741,4,"questionnaire-xamc",NA,35775341,10573850,NA,"complete",NA,"65e63e68594ffe2494956192","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1370x769","1366x768",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Chocking_first","1","2","SUPPRF62503"
"1",1709589739826,"04/03/2024 22:02:19",1709589739826,0,"04/03/2024 22:02:19",169741,4,"questionnaire-xamc",NA,35775864,10574007,NA,"complete",NA,"65e643f9a2536d6d8e81da80","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Chocking_second","1","2","SUPPRF03178"
"1",1709590144823,"04/03/2024 22:09:04",1709590144823,0,"04/03/2024 22:09:04",169741,4,"questionnaire-xamc",NA,35776206,10574077,NA,"complete",NA,"65e645e07b7ed997382e3e84","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_first","1","2","SUPPRF29178"
"1",1709590075395,"04/03/2024 22:07:55",1709561275395,-8,"04/03/2024 06:07:55",169741,4,"questionnaire-xamc",NA,35776186,10574080,NA,"complete",NA,"65e645f79d302aec356d0bed","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1475x830","1475x696",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_second","1","2","SUPPRF13270"
"1",1709591554446,"04/03/2024 22:32:34",1709573554446,-5,"04/03/2024 12:32:34",169741,4,"questionnaire-xamc",NA,35776862,10574280,NA,"complete",NA,"65e64b52f9f8081d35583afc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x779",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","Chocking_second","1","2","SUPPRF37753"
"1",1709591869485,"04/03/2024 22:37:49",1709566669485,-7,"04/03/2024 08:37:49",169741,4,"questionnaire-xamc",NA,35776991,10574304,NA,"complete",NA,"65e64b2a2145f01e32079d47","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_first","1","2","SUPPRF92597"
"1",1709592336135,"04/03/2024 22:45:36",1709570736135,-6,"04/03/2024 10:45:36",169741,4,"questionnaire-xamc",NA,35777178,10574387,NA,"complete",NA,"65e64e9cb565be2330ac88b6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x755",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Chocking_second","1","2","SUPPRF34430"
"1",1709595439442,"04/03/2024 23:37:19",1709577439442,-5,"04/03/2024 13:37:19",169741,4,"questionnaire-xamc",NA,35778142,10574687,NA,"complete",NA,"65e65a80664e178c63ea8756","computer","Desktop or Laptop","Mac OS 10.12.6","Chrome 103.0.0.0","1440x900","1440x821",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","2","SUPPRF59808"
"1",1709596761023,"04/03/2024 23:59:21",1709575161023,-6,"04/03/2024 11:59:21",169741,4,"questionnaire-xamc",NA,35778461,10574778,NA,"complete",NA,"65e65fcecd1bf3d6ab95810f","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1440x960","1440x825",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","Chocking_first","1","2","SUPPRF78419"
"1",1709596749532,"04/03/2024 23:59:09",1709575149532,-6,"04/03/2024 11:59:09",169741,4,"questionnaire-xamc",NA,35778455,10574783,NA,"complete",NA,"65e65f24664e178c63ea88e2","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1536x707",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Chocking_second","1","2","SUPPRF52537"
"1",1709596996654,"05/03/2024 00:03:16",1709568196654,-8,"04/03/2024 08:03:16",169741,4,"questionnaire-xamc",NA,35778512,10574802,NA,"complete",NA,"65e660eed6fc4fd464e57536","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","2","SUPPRF17352"
"1",1709597937308,"05/03/2024 00:18:57",1709576337308,-6,"04/03/2024 12:18:57",169741,4,"questionnaire-xamc",NA,35778764,10574867,NA,"complete",NA,"65e663ee0ea25196de91304e","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1512x982","1512x823",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_first","1","2","SUPPRF97186"
"1",1709602179975,"05/03/2024 01:29:39",1709576979975,-7,"04/03/2024 11:29:39",169741,4,"questionnaire-xamc",NA,35779750,10575067,NA,"complete",NA,"65e67529e19c3d282826d353","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x1024","1536x889",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_second","1","2","SUPPRF28263"
"1",1709604048224,"05/03/2024 02:00:48",1709586048224,-5,"04/03/2024 16:00:48",169741,4,"questionnaire-xamc",NA,35780276,10575130,NA,"complete",NA,"65e67bd1d1c2a29c4b6f07de","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x813",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_first","1","2","SUPPRF00120"
"1",1709604388994,"05/03/2024 02:06:28",1709586388994,-5,"04/03/2024 16:06:28",169741,4,"questionnaire-xamc",NA,35780384,10575152,NA,"complete",NA,"65e67dd45a9635b1d54e63bd","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1385x754",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Failed AC2","Passed AC1","Chocking_second","1","2","SUPPRF74439"
"1",1709607261914,"05/03/2024 02:54:21",1709589261914,-5,"04/03/2024 16:54:21",169741,4,"questionnaire-xamc",NA,35782138,10575203,NA,"complete",NA,"65e680bc30346a17991412f9","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x1024","1536x890",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2","","Chocking_first","1","2","SUPPRF18124"
"1",1709606424461,"05/03/2024 02:40:24",1709584824461,-6,"04/03/2024 14:40:24",169741,4,"questionnaire-xamc",NA,35781848,10575393,NA,"complete",NA,"65e685496786b51f9b6f0999","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 121.0.0.0","1366x768","1366x633",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Chocking_second","1","2","SUPPRF66448"
"1",1709609757051,"05/03/2024 03:35:57",1709584557051,-7,"04/03/2024 13:35:57",169741,4,"questionnaire-xamc",NA,35782848,10575436,NA,"complete",NA,"65e68bb756a92539d1f5fc9a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 122.0.0.0","1440x900","1440x788",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2","","Chocking_first","1","2","SUPPRF36163"
"1",1709619115366,"05/03/2024 06:11:55",1709597515366,-6,"04/03/2024 18:11:55",169741,4,"questionnaire-xamc",NA,35783898,10575786,NA,"complete",NA,"65e6b46bf75de275fad2d819","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1710x1112","1200x689",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","Chocking_second","1","2","SUPPRF72420"
"1",1709620756881,"05/03/2024 06:39:16",1709624356881,1,"05/03/2024 08:39:16",169741,4,"questionnaire-xamc",NA,35784054,10575824,NA,"complete",NA,"65e6bb04450757d4d44e6d9f","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1366x768","1366x599",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","Chocking_first","1","2","SUPPRF28837"
"1",1709625750395,"05/03/2024 08:02:30",1709593350395,-9,"04/03/2024 14:02:30",169741,4,"questionnaire-xamc",NA,35784755,10576032,NA,"rejected - time limit reached",NA,"65e6cf5cce0675d712f52e05","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1536x864","1024x498",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","Chocking_second","1","2","SUPPRF08667"
"1",1709631716674,"05/03/2024 09:41:56",1709631716674,0,"05/03/2024 09:41:56",169741,4,"questionnaire-xamc",NA,35786448,10576549,NA,"complete",NA,"65e6e8474cc66c4cbf831960","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x960","1536x791",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","Chocking_second","1","2","SUPPRF09135"
"1",1709632632388,"05/03/2024 09:57:12",1709632632388,0,"05/03/2024 09:57:12",169741,4,"questionnaire-xamc",NA,35786799,10576650,NA,"complete",NA,"65e6ebb5d263dfed41103566","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","Chocking_first","1","2","SUPPRF18536"
"1",1709639413880,"05/03/2024 11:50:13",1709639413880,0,"05/03/2024 11:50:13",169741,4,"questionnaire-xamc",NA,35790376,10577799,NA,"complete",NA,"65e706b7315a671ffac90f5e","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1280x720","1280x585",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","Chocking_first","1","2","SUPPRF68723"
