Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Age object-3 Response,Age object-3 Quantised,Gender object-6 Response,Gender object-6 Quantised,Ethnicity object-7 Response,Ethnicity object-7 Quantised,Clinician? object-24 Response,Clinician? object-24 Quantised,Professional background object-9 Response,Professional background object-9 Quantised,Professional background - other object-10 Value,Professional background - no core profession object-11 Value,Professional background - trainee object-12 Value,Professional background - training stage object-13 Value,Years practiced object-16 Value,CAMHS? object-25 Response,CAMHS? object-25 Quantised,Type of service object-18 Response,Type of service object-18 Quantised,Region object-19 Response,Region object-19 Quantised,Region - other object-20 Value
1,1744800221652,16/04/2025 10:43:41,1744803821652,1,16/04/2025 12:43:41,212748,1,questionnaire-zbzy,,45447728,xgavj5we,13207342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Cognitive Behavioural therapist (CBT therapist),17,,,,,1,Yes,1,Community,1,South East,6,
1,1744800241095,16/04/2025 10:44:01,1744803841095,1,16/04/2025 12:44:01,212748,1,questionnaire-zbzy,,45447744,qvuvoqyl,13207343,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Cognitive Behavioural therapist (CBT therapist),17,,,,,0,Yes,1,Community,1,South East,6,
1,1744800458983,16/04/2025 10:47:38,1744804058983,1,16/04/2025 12:47:38,212748,1,questionnaire-zbzy,,45447894,917qryqq,13207394,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"Asian, Asian British or Asian Welsh - Pakistani",4,Yes,1,Trainee,21,,,children wellbeing practitioner ,started in february ,0,Yes,1,Community,1,South West,5,
1,1744800566655,16/04/2025 10:49:26,1744804166655,1,16/04/2025 12:49:26,212748,1,questionnaire-zbzy,,45447971,8kr8ijoa,13207408,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Psychiatrist,2,,,,,11,Yes,1,Community,1,South East,6,
1,1744800594395,16/04/2025 10:49:54,1744804194395,1,16/04/2025 12:49:54,212748,1,questionnaire-zbzy,,45447988,26j7gb5n,13207397,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Nurse,11,,,,,9,Yes,1,Specialist,2,South East,6,
1,1744800753183,16/04/2025 10:52:33,1744804353183,1,16/04/2025 12:52:33,212748,1,questionnaire-zbzy,,45448077,b4hpr6wt,13207431,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Other,22,Assistant Psychologist,,,,7,No,2,,,Other,8,Berkshire
1,1744800879799,16/04/2025 10:54:39,1744804479799,1,16/04/2025 12:54:39,212748,1,questionnaire-zbzy,,45448152,79x2spox,13207444,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"Asian, Asian British or Asian Welsh - Indian",3,Yes,1,No core profession,23,,Assistant Psychologist,,,3.5 years since completed MSc,Yes,1,Community,1,South West,5,
1,1744800892717,16/04/2025 10:54:52,1744804492717,1,16/04/2025 12:54:52,212748,1,questionnaire-zbzy,,45448158,vkd5ttqe,13207442,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1236x548,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,46-55,4,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Trainee,21,,,High intensity CBT trainee,Two months in,n/a,Yes,1,Specialist,2,South East,6,
1,1744801162474,16/04/2025 10:59:22,1744804762474,1,16/04/2025 12:59:22,212748,1,questionnaire-zbzy,,45448298,900wp9xo,13207483,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,46-55,4,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Cognitive Behavioural therapist (CBT therapist),17,,,,,newly,Yes,1,Community,1,South East,6,
1,1744806262796,16/04/2025 12:24:22,1744809862796,1,16/04/2025 14:24:22,212748,1,questionnaire-zbzy,,45450508,atty3tiy,13207311,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,66+,6,Female (including transgender female),2,White - Other White,17,Yes,1,Family therapist,12,,,,,45,Yes,1,Specialist,2,South East,6,
1,1744809342731,16/04/2025 13:15:42,1744812942731,1,16/04/2025 15:15:42,212748,1,questionnaire-zbzy,,45452077,y6pwv5r2,13208689,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"Asian, Asian British or Asian Welsh - Bangladeshi",1,Yes,1,Trainee,21,,,Psychiatry trainee ,core training 2,5,Yes,1,Community,1,South East,6,
1,1744812179626,16/04/2025 14:02:59,1744815779626,1,16/04/2025 16:02:59,212748,1,questionnaire-zbzy,,45453924,f9lhbvna,13209161,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,No core profession,23,,Assistant Psychologist,,,3 years CAMHS AP,Yes,1,Community,1,South East,6,
1,1744813950508,16/04/2025 14:32:30,1744817550508,1,16/04/2025 16:32:30,212748,1,questionnaire-zbzy,,45454914,2bxez23v,13209422,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1920x925,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Male (including transgender male),1,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,No core profession,23,,Assistant Psychologist (I do see clients though!),,,4,Yes,1,Community,1,South East,6,
1,1744816798629,16/04/2025 15:19:58,1744820398629,1,16/04/2025 17:19:58,212748,1,questionnaire-zbzy,,45456505,6f4gw6jp,13209897,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Family therapist,12,,,,,6,Yes,1,Community,1,South East,6,
1,1744817096164,16/04/2025 15:24:56,1744820696164,1,16/04/2025 17:24:56,212748,1,questionnaire-zbzy,,45456667,rwmeeek4,13209912,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,56-65,5,Other,6,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,CAMHS practitioner,8,,,,,10,Yes,1,Community,1,South East,6,
1,1744824195650,16/04/2025 17:23:15,1744827795650,1,16/04/2025 19:23:15,212748,1,questionnaire-zbzy,,45459322,g00mjjrm,13210867,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Other,22,assistant psychologist ,,,,2,Yes,1,Specialist,2,South East,6,
1,1744879244890,17/04/2025 08:40:44,1744882844890,1,17/04/2025 10:40:44,212748,1,questionnaire-zbzy,,45469875,r4bwu370,13213714,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Children's wellbeing practitioner (CWP),5,,,,,1,Yes,1,Community,1,South East,6,
1,1744897223341,17/04/2025 13:40:23,1744900823341,1,17/04/2025 15:40:23,212748,1,questionnaire-zbzy,,45477317,19upob77,13216672,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Nurse,11,,,,,4,Yes,1,Community,1,South East,6,
1,1744898896690,17/04/2025 14:08:16,1744902496690,1,17/04/2025 16:08:16,212748,1,questionnaire-zbzy,,45478619,2ji8v24l,13217172,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,CAMHS practitioner,8,,,,,6,Yes,1,Community,1,South East,6,
1,1744903314135,17/04/2025 15:21:54,1744906914135,1,17/04/2025 17:21:54,212748,1,questionnaire-zbzy,,45481855,gf0244bi,13218341,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Male (including transgender male),1,White - Other White,17,Yes,1,Other,22,Assistant Psychologist,,,,4,Yes,1,Community,1,South East,6,
1,1745300816895,22/04/2025 05:46:56,1745304416895,1,22/04/2025 07:46:56,212748,1,questionnaire-zbzy,,45549109,8h3mclvr,13240959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Clinical psychologist,1,,,,,16,Yes,1,Community,1,South East,6,
1,1745308411489,22/04/2025 07:53:31,1745312011489,1,22/04/2025 09:53:31,212748,1,questionnaire-zbzy,,45550175,3l0o5j3z,13243810,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,CAMHS practitioner,8,,,,,5,Yes,1,Community,1,South East,6,
1,1745313519194,22/04/2025 09:18:39,1745317119194,1,22/04/2025 11:18:39,212748,1,questionnaire-zbzy,,45551481,7d2mnpk5,13243710,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,No core profession,23,,"Child and Family MH worker 
over 10 years experience working within mental health settings 
Main background is Youth offending ",,,N/A,Yes,1,Community,1,South East,6,
1,1745339317951,22/04/2025 16:28:37,1745342917951,1,22/04/2025 18:28:37,212748,1,questionnaire-zbzy,,45564763,dzszui64,13252398,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,46-55,4,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Children's wellbeing practitioner (CWP),5,,,,,2,Yes,1,Community,1,South East,6,
1,1745349525401,22/04/2025 19:18:45,1745353125401,1,22/04/2025 21:18:45,212748,1,questionnaire-zbzy,,45568868,3ygg8oep,13253646,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Clinical psychologist,1,,,,,11,Yes,1,Community,1,South East,6,
1,1745413870894,23/04/2025 13:11:10,1745417470894,1,23/04/2025 15:11:10,212748,1,questionnaire-zbzy,,45584665,h23xlqyw,13260577,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Other,22,Undergraduate year-long placement student ,,,,0,Yes,1,Community,1,South East,6,
1,1745414133674,23/04/2025 13:15:33,1745417733674,1,23/04/2025 15:15:33,212748,1,questionnaire-zbzy,,45584794,0cqje7qr,13260656,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Nurse,11,,,,,5,Yes,1,Community,1,South East,6,
1,1745417921483,23/04/2025 14:18:41,1745421521483,1,23/04/2025 16:18:41,212748,1,questionnaire-zbzy,,45588137,v2nkxdwb,13261589,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,56-65,5,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Art therapist,14,,,,,25,Yes,1,Community,1,South West,5,
1,1745420773708,23/04/2025 15:06:13,1745424373708,1,23/04/2025 17:06:13,212748,1,questionnaire-zbzy,,45591375,xmo90qe9,13262505,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,36-45,3,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Education Mental Health Practitioner (EMHP),9,,,,,2,Yes,1,Community,1,South East,6,
1,1745421939484,23/04/2025 15:25:39,1745425539484,1,23/04/2025 17:25:39,212748,1,questionnaire-zbzy,,45592293,0ib5m37x,13262734,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Social worker,10,,,,,3,Yes,1,Community,1,South East,6,
1,1745576908867,25/04/2025 10:28:28,1745580508867,1,25/04/2025 12:28:28,212748,1,questionnaire-zbzy,,45636082,st9lhd84,13275474,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,18-25,1,Female (including transgender female),2,"Black, Black British, Black Welsh, Caribbean or African - African",6,Yes,1,Other,22,Assistant Psychologist,,,,1 year,Yes,1,Specialist,2,South East,6,
1,1745678499699,26/04/2025 14:41:39,1745682099699,1,26/04/2025 16:41:39,212748,1,questionnaire-zbzy,,45668644,e464tqiu,13285100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x898,Completed prevalence - clicked onto thanks and debrief,,0,Demographic information,19,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,26-35,2,Female (including transgender female),2,"White - English, Welsh, Scottish, Northern Irish or British ",13,Yes,1,Trainee,21,,,Trainee Clinical psychologsit ,3rd year (final year),0,Yes,1,Specialist,2,South West,5,
