Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,OCD Training object-2 Response,OCD Training object-2 Quantised,OCD training details object-3 Response,OCD training details object-3 Quantised,BDD Training object-4 Response,BDD Training object-4 Quantised,BDD training details object-13 Response,BDD training details object-13 Quantised
1,1744801112932,16/04/2025 10:58:32,1744804712932,1,16/04/2025 12:58:32,212748,1,questionnaire-ero5,,45448255,qvuvoqyl,13207343,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744801562970,16/04/2025 11:06:02,1744805162970,1,16/04/2025 13:06:02,212748,1,questionnaire-ero5,,45448532,b4hpr6wt,13207431,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1744802032949,16/04/2025 11:13:52,1744805632949,1,16/04/2025 13:13:52,212748,1,questionnaire-ero5,,45448769,79x2spox,13207444,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744802093540,16/04/2025 11:14:53,1744805693540,1,16/04/2025 13:14:53,212748,1,questionnaire-ero5,,45448797,8kr8ijoa,13207408,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Only the diagnosis of BDD,1
1,1744802156219,16/04/2025 11:15:56,1744805756219,1,16/04/2025 13:15:56,212748,1,questionnaire-ero5,,45448820,900wp9xo,13207483,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744802249363,16/04/2025 11:17:29,1744805849363,1,16/04/2025 13:17:29,212748,1,questionnaire-ero5,,45448860,26j7gb5n,13207397,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744802599162,16/04/2025 11:23:19,1744806199162,1,16/04/2025 13:23:19,212748,1,questionnaire-ero5,,45449030,vkd5ttqe,13207442,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1236x548,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1744807248804,16/04/2025 12:40:48,1744810848804,1,16/04/2025 14:40:48,212748,1,questionnaire-ero5,,45450998,27cxv86i,13207333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x714,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744807482955,16/04/2025 12:44:42,1744811082955,1,16/04/2025 14:44:42,212748,1,questionnaire-ero5,,45451124,atty3tiy,13207311,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744811258224,16/04/2025 13:47:38,1744814858224,1,16/04/2025 15:47:38,212748,1,questionnaire-ero5,,45453304,y6pwv5r2,13208689,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744813794999,16/04/2025 14:29:54,1744817394999,1,16/04/2025 16:29:54,212748,1,questionnaire-ero5,,45454846,xgavj5we,13207342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1744816390029,16/04/2025 15:13:10,1744819990029,1,16/04/2025 17:13:10,212748,1,questionnaire-ero5,,45456313,2bxez23v,13209422,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1920x925,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744818092026,16/04/2025 15:41:32,1744821692026,1,16/04/2025 17:41:32,212748,1,questionnaire-ero5,,45457116,rwmeeek4,13209912,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1744818950516,16/04/2025 15:55:50,1744822550516,1,16/04/2025 17:55:50,212748,1,questionnaire-ero5,,45457472,6f4gw6jp,13209897,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744824662430,16/04/2025 17:31:02,1744828262430,1,16/04/2025 19:31:02,212748,1,questionnaire-ero5,,45459499,g00mjjrm,13210867,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744877733815,17/04/2025 08:15:33,1744881333815,1,17/04/2025 10:15:33,212748,1,questionnaire-ero5,,45468955,f9lhbvna,13209161,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744881539192,17/04/2025 09:18:59,1744885139192,1,17/04/2025 11:18:59,212748,1,questionnaire-ero5,,45471267,r4bwu370,13213714,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the treatment of OCD,2,No,2,,
1,1744898283478,17/04/2025 13:58:03,1744901883478,1,17/04/2025 15:58:03,212748,1,questionnaire-ero5,,45477833,19upob77,13216672,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744901273457,17/04/2025 14:47:53,1744904873457,1,17/04/2025 16:47:53,212748,1,questionnaire-ero5,,45480314,2ji8v24l,13217172,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1744905942202,17/04/2025 16:05:42,1744909542202,1,17/04/2025 18:05:42,212748,1,questionnaire-ero5,,45482878,gf0244bi,13218341,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1745302268705,22/04/2025 06:11:08,1745305868705,1,22/04/2025 08:11:08,212748,1,questionnaire-ero5,,45549313,8h3mclvr,13240959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1745309134185,22/04/2025 08:05:34,1745312734185,1,22/04/2025 10:05:34,212748,1,questionnaire-ero5,,45550345,3l0o5j3z,13243810,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1745314315251,22/04/2025 09:31:55,1745317915251,1,22/04/2025 11:31:55,212748,1,questionnaire-ero5,,45551725,7d2mnpk5,13243710,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1745340304470,22/04/2025 16:45:04,1745343904470,1,22/04/2025 18:45:04,212748,1,questionnaire-ero5,,45565232,dzszui64,13252398,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1745350826350,22/04/2025 19:40:26,1745354426350,1,22/04/2025 21:40:26,212748,1,questionnaire-ero5,,45569261,3ygg8oep,13253646,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1745414957763,23/04/2025 13:29:17,1745418557763,1,23/04/2025 15:29:17,212748,1,questionnaire-ero5,,45585119,h23xlqyw,13260577,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1745415325291,23/04/2025 13:35:25,1745418925291,1,23/04/2025 15:35:25,212748,1,questionnaire-ero5,,45585227,0cqje7qr,13260656,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the treatment of OCD,2,No,2,,
1,1745418880364,23/04/2025 14:34:40,1745422480364,1,23/04/2025 16:34:40,212748,1,questionnaire-ero5,,45589104,v2nkxdwb,13261589,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1745422740912,23/04/2025 15:39:00,1745426340912,1,23/04/2025 17:39:00,212748,1,questionnaire-ero5,,45593038,0ib5m37x,13262734,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x954,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1745422865480,23/04/2025 15:41:05,1745426465480,1,23/04/2025 17:41:05,212748,1,questionnaire-ero5,,45593137,xmo90qe9,13262505,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1745577697533,25/04/2025 10:41:37,1745581297533,1,25/04/2025 12:41:37,212748,1,questionnaire-ero5,,45636385,st9lhd84,13275474,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1745679800185,26/04/2025 15:03:20,1745683400185,1,26/04/2025 17:03:20,212748,1,questionnaire-ero5,,45668924,e464tqiu,13285100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1707x1067,1707x898,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746022722775,30/04/2025 14:18:42,1746026322775,1,30/04/2025 16:18:42,212748,1,questionnaire-ero5,,45763137,wai7pwva,13316676,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,412x915,411x782,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746097024068,01/05/2025 10:57:04,1746100624068,1,01/05/2025 12:57:04,212748,1,questionnaire-ero5,,45783995,s3l6ufx4,13322573,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1258x546,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746101389407,01/05/2025 12:09:49,1746104989407,1,01/05/2025 14:09:49,212748,1,questionnaire-ero5,,45785464,pa462tpx,13323341,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746101402935,01/05/2025 12:10:02,1746105002935,1,01/05/2025 14:10:02,212748,1,questionnaire-ero5,,45785475,nupmvrdv,13323338,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1334x628,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,No,2,,
1,1746101572809,01/05/2025 12:12:52,1746105172809,1,01/05/2025 14:12:52,212748,1,questionnaire-ero5,,45785543,5xbifmxe,13323379,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,No,2,,
1,1746101641095,01/05/2025 12:14:01,1746105241095,1,01/05/2025 14:14:01,212748,1,questionnaire-ero5,,45785576,o5ymb46t,13323352,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1264x594,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746101711897,01/05/2025 12:15:11,1746105311897,1,01/05/2025 14:15:11,212748,1,questionnaire-ero5,,45785599,ck0i8sh5,13323414,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746103849291,01/05/2025 12:50:49,1746107449291,1,01/05/2025 14:50:49,212748,1,questionnaire-ero5,,45786305,kdhvubqr,13323730,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x1024,1232x872,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1746106994282,01/05/2025 13:43:14,1746110594282,1,01/05/2025 15:43:14,212748,1,questionnaire-ero5,,45787808,7vd2gyml,13324101,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746107509986,01/05/2025 13:51:49,1746111109986,1,01/05/2025 15:51:49,212748,1,questionnaire-ero5,,45788114,iiv5v0i6,13324267,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the treatment of OCD,2,No,2,,
1,1746107834361,01/05/2025 13:57:14,1746111434361,1,01/05/2025 15:57:14,212748,1,questionnaire-ero5,,45788255,onu6nols,13324155,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1600x900,1592x740,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,No,2,,
1,1746108181168,01/05/2025 14:03:01,1746111781168,1,01/05/2025 16:03:01,212748,1,questionnaire-ero5,,45788449,veqcy28p,13324316,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746108251020,01/05/2025 14:04:11,1746111851020,1,01/05/2025 16:04:11,212748,1,questionnaire-ero5,,45788478,x1yxzdzs,13324214,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1746108298300,01/05/2025 14:04:58,1746111898300,1,01/05/2025 16:04:58,212748,1,questionnaire-ero5,,45788496,n2nbnwng,13324291,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1746108345836,01/05/2025 14:05:45,1746111945836,1,01/05/2025 16:05:45,212748,1,questionnaire-ero5,,45788516,0v0a5ktd,13324343,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1200,1912x1040,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
