Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Prevalence ranking object-2 Generalised anxiety disorder (GAD),Prevalence ranking object-2 Obsessive compulsive disorder (OCD) ,Prevalence ranking object-2 Specific phobia,Prevalence ranking object-2 Social phobia/social anxiety disorder,Prevalence ranking object-2 Panic disorder,Prevalence ranking object-2 Post-traumatic stress disorder (PTSD),Prevalence ranking object-2 Body dysmorphic disorder (BDD),Prevalence ranking object-2 Major depressive disorder (depression)
1,1744802269162,16/04/2025 11:17:49,1744805869162,1,16/04/2025 13:17:49,212748,1,questionnaire-gp33,,45448872,26j7gb5n,13207397,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Panic disorder,Post-traumatic stress disorder (PTSD),Specific phobia
1,1744802626143,16/04/2025 11:23:46,1744806226143,1,16/04/2025 13:23:46,212748,1,questionnaire-gp33,,45449049,vkd5ttqe,13207442,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1236x548,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia,Panic disorder
1,1744807261501,16/04/2025 12:41:01,1744810861501,1,16/04/2025 14:41:01,212748,1,questionnaire-gp33,,45451009,27cxv86i,13207333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x714,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Panic disorder
1,1744807515319,16/04/2025 12:45:15,1744811115319,1,16/04/2025 14:45:15,212748,1,questionnaire-gp33,,45451137,atty3tiy,13207311,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Specific phobia,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Panic disorder,Body dysmorphic disorder (BDD)
1,1744811274348,16/04/2025 13:47:54,1744814874348,1,16/04/2025 15:47:54,212748,1,questionnaire-gp33,,45453318,y6pwv5r2,13208689,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder,Specific phobia
1,1744813813192,16/04/2025 14:30:13,1744817413192,1,16/04/2025 16:30:13,212748,1,questionnaire-gp33,,45454850,xgavj5we,13207342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Specific phobia,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Panic disorder
1,1744816403477,16/04/2025 15:13:23,1744820003477,1,16/04/2025 17:13:23,212748,1,questionnaire-gp33,,45456317,2bxez23v,13209422,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1920x925,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Panic disorder,Specific phobia
1,1744818108864,16/04/2025 15:41:48,1744821708864,1,16/04/2025 17:41:48,212748,1,questionnaire-gp33,,45457123,rwmeeek4,13209912,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Specific phobia,Panic disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1744818965552,16/04/2025 15:56:05,1744822565552,1,16/04/2025 17:56:05,212748,1,questionnaire-gp33,,45457482,6f4gw6jp,13209897,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder,Specific phobia
1,1744824671000,16/04/2025 17:31:11,1744828271000,1,16/04/2025 19:31:11,212748,1,questionnaire-gp33,,45459502,g00mjjrm,13210867,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Specific phobia,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder
1,1744877759718,17/04/2025 08:15:59,1744881359718,1,17/04/2025 10:15:59,212748,1,questionnaire-gp33,,45468963,f9lhbvna,13209161,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Panic disorder
1,1744881560831,17/04/2025 09:19:20,1744885160831,1,17/04/2025 11:19:20,212748,1,questionnaire-gp33,,45471282,r4bwu370,13213714,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Panic disorder,Specific phobia,Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Body dysmorphic disorder (BDD)
1,1744898321343,17/04/2025 13:58:41,1744901921343,1,17/04/2025 15:58:41,212748,1,questionnaire-gp33,,45477903,19upob77,13216672,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Specific phobia,Post-traumatic stress disorder (PTSD),Panic disorder,Body dysmorphic disorder (BDD)
1,1744901285861,17/04/2025 14:48:05,1744904885861,1,17/04/2025 16:48:05,212748,1,questionnaire-gp33,,45480327,2ji8v24l,13217172,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Social phobia/social anxiety disorder,Panic disorder,Specific phobia,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD)
1,1744905958760,17/04/2025 16:05:58,1744909558760,1,17/04/2025 18:05:58,212748,1,questionnaire-gp33,,45482883,gf0244bi,13218341,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Panic disorder,Specific phobia,Body dysmorphic disorder (BDD)
1,1745302289466,22/04/2025 06:11:29,1745305889466,1,22/04/2025 08:11:29,212748,1,questionnaire-gp33,,45549316,8h3mclvr,13240959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Specific phobia,Panic disorder,Body dysmorphic disorder (BDD)
1,1745309156219,22/04/2025 08:05:56,1745312756219,1,22/04/2025 10:05:56,212748,1,questionnaire-gp33,,45550354,3l0o5j3z,13243810,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Generalised anxiety disorder (GAD),Panic disorder,Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Specific phobia
1,1745314342278,22/04/2025 09:32:22,1745317942278,1,22/04/2025 11:32:22,212748,1,questionnaire-gp33,,45551738,7d2mnpk5,13243710,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia
1,1745340322425,22/04/2025 16:45:22,1745343922425,1,22/04/2025 18:45:22,212748,1,questionnaire-gp33,,45565243,dzszui64,13252398,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Social phobia/social anxiety disorder,Specific phobia,Obsessive compulsive disorder (OCD) ,Panic disorder,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1745350846787,22/04/2025 19:40:46,1745354446787,1,22/04/2025 21:40:46,212748,1,questionnaire-gp33,,45569264,3ygg8oep,13253646,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Specific phobia,Panic disorder,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1745415196522,23/04/2025 13:33:16,1745418796522,1,23/04/2025 15:33:16,212748,1,questionnaire-gp33,,45585193,h23xlqyw,13260577,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Specific phobia,Panic disorder,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1745415348590,23/04/2025 13:35:48,1745418948590,1,23/04/2025 15:35:48,212748,1,questionnaire-gp33,,45585234,0cqje7qr,13260656,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Specific phobia,Panic disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1745418900144,23/04/2025 14:35:00,1745422500144,1,23/04/2025 16:35:00,212748,1,questionnaire-gp33,,45589115,v2nkxdwb,13261589,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Panic disorder,Body dysmorphic disorder (BDD),Specific phobia
