Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-ot79,branch-g31k,branch-5gtn,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
11,1695838532889,27/09/2023 18:15:32,1695824132889,-4,27/09/2023 10:15:32,144636,5,task-gjqt,,31905026,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,4,1472.929,3231.786,3238.369999952316,1472.929,3231.786,3238.369999952316,1,1472.929,1765.440999952316,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695838532889,27/09/2023 18:15:32,1695824132889,-4,27/09/2023 10:15:32,144636,5,task-gjqt,,31905026,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,1940.3919999999998,3231.786,3238.869999952316,1940.3919999999998,3231.786,3238.869999952316,1,1940.3919999999998,1298.4779999523162,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695838532889,27/09/2023 18:15:32,1695824132889,-4,27/09/2023 10:15:32,144636,5,task-gjqt,,31905026,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,2352.6280000000006,3231.786,3239.369999952316,2352.6280000000006,3231.786,3239.369999952316,1,2352.6280000000006,886.7419999523154,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695838532891,27/09/2023 18:15:32,1695824132891,-4,27/09/2023 10:15:32,144636,5,task-gjqt,,31905026,A2YQ0JFI4X7173,9434076,,complete,lqhvtm,3T111IHZ5KPKFV2VC6YM36UW6JF9RV,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1364x768,1364x619,,,0,BIQ (Charlotte),3,ABJCIDHEGF,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695838563569,27/09/2023 18:16:03,1695824163569,-4,27/09/2023 10:16:03,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695838566654,27/09/2023 18:16:06,1695824166654,-4,27/09/2023 10:16:06,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,continue,,3110.549,3093.883,3110.549,3110.549,3093.883,3110.549,1,3110.549,0,0,,Click To Continue,Continue Button,23,object-48,BIQ,
3,1695838566655,27/09/2023 18:16:06,1695824166655,-4,27/09/2023 10:16:06,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,1538.612,3093.883,3110.549,1538.612,3093.883,3110.549,1,1538.612,1571.937,0,,Rating Scale,Rating Scale,3,object-5,BIQ,
4,1695838566655,27/09/2023 18:16:06,1695824166655,-4,27/09/2023 10:16:06,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,5,2054.545,3093.883,3110.549,2054.545,3093.883,3110.549,1,2054.545,1056.004,0,,Rating Scale,Rating Scale,10,object-18,BIQ,
5,1695838566656,27/09/2023 18:16:06,1695824166656,-4,27/09/2023 10:16:06,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,2564.7129999999997,3093.883,3110.549,2564.7129999999997,3093.883,3110.549,1,2564.7129999999997,545.8360000000002,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695838569493,27/09/2023 18:16:09,1695824169493,-4,27/09/2023 10:16:09,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,2857.3740000953676,2853.7039999999997,2857.3740000953676,2857.3740000953676,2853.7039999999997,2857.3740000953676,1,2857.3740000953676,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
7,1695838569494,27/09/2023 18:16:09,1695824169494,-4,27/09/2023 10:16:09,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,5,1501.8610000000008,2853.7039999999997,2858.0739999046327,1501.8610000000008,2853.7039999999997,2858.0739999046327,1,1501.8610000000008,1356.212999904632,0,,Rating Scale,Rating Scale,2,object-259,BIQ,
8,1695838569494,27/09/2023 18:16:09,1695824169494,-4,27/09/2023 10:16:09,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,1945.3539999999994,2853.7039999999997,2858.5739999046327,1945.3539999999994,2853.7039999999997,2858.5739999046327,1,1945.3539999999994,913.2199999046334,0,,Rating Scale,Rating Scale,9,object-36,BIQ,
9,1695838569495,27/09/2023 18:16:09,1695824169495,-4,27/09/2023 10:16:09,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,5,2495.8690000000006,2853.7039999999997,2859.1739998092653,2495.8690000000006,2853.7039999999997,2859.1739998092653,1,2495.8690000000006,363.3049998092647,0,,Rating Scale,Rating Scale,16,object-86,BIQ,
10,1695838571876,27/09/2023 18:16:11,1695824171876,-4,27/09/2023 10:16:11,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,continue,,2379.743999999999,2369.8369999999995,2379.743999999999,2379.743999999999,2369.8369999999995,2379.743999999999,1,2379.743999999999,0,0,,Click To Continue,Continue Button,22,object-73,BIQ,
11,1695838571877,27/09/2023 18:16:11,1695824171877,-4,27/09/2023 10:16:11,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,1220.5959999999995,2369.8369999999995,2379.743999999999,1220.5959999999995,2369.8369999999995,2379.743999999999,1,1220.5959999999995,1159.1479999999992,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695838571877,27/09/2023 18:16:11,1695824171877,-4,27/09/2023 10:16:11,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,6,1616.1620000000003,2369.8369999999995,2379.743999999999,1616.1620000000003,2369.8369999999995,2379.743999999999,1,1616.1620000000003,763.5819999999985,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695838571878,27/09/2023 18:16:11,1695824171878,-4,27/09/2023 10:16:11,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,1952.3760000000002,2369.8369999999995,2379.743999999999,1952.3760000000002,2369.8369999999995,2379.743999999999,1,1952.3760000000002,427.3679999999986,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695838571880,27/09/2023 18:16:11,1695824171880,-4,27/09/2023 10:16:11,144636,5,task-gjqt,,31905046,A12V4FYXCW31LN,9434100,,complete,lmlvva,3MH9DQ7572BRAXHKU6Z10Y33HVEGUX,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x800,1280x651,,,0,BIQ (Charlotte),3,BCADJEIFHG,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695860869356,28/09/2023 00:27:49,1695846469356,-4,27/09/2023 16:27:49,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1695860900911,28/09/2023 00:28:20,1695846500911,-4,27/09/2023 16:28:20,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,continue,,31571.592999999997,31540.344,31571.592999999997,31571.592999999997,31540.344,31571.592999999997,1,31571.592999999997,0,0,,Click To Continue,Continue Button,23,object-48,BIQ,
3,1695860900913,28/09/2023 00:28:20,1695846500913,-4,27/09/2023 16:28:20,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,18672.190000000002,31540.344,31571.592999999997,18672.190000000002,31540.344,31571.592999999997,1,18672.190000000002,12899.402999999995,0,,Rating Scale,Rating Scale,3,object-5,BIQ,
4,1695860900913,28/09/2023 00:28:20,1695846500913,-4,27/09/2023 16:28:20,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,4,24804.191000000003,31540.344,31571.592999999997,24804.191000000003,31540.344,31571.592999999997,1,24804.191000000003,6767.401999999995,0,,Rating Scale,Rating Scale,10,object-18,BIQ,
5,1695860900913,28/09/2023 00:28:20,1695846500913,-4,27/09/2023 16:28:20,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 1,9dh6eq,1,response,6,26702.440000000002,31540.344,31571.592999999997,26702.440000000002,31540.344,31571.592999999997,1,26702.440000000002,4869.152999999995,0,,Rating Scale,Rating Scale,17,object-80,BIQ,
6,1695860926698,28/09/2023 00:28:46,1695846526698,-4,27/09/2023 16:28:46,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,continue,,25823.926999952317,25799.648,25823.926999952317,25823.926999952317,25799.648,25823.926999952317,1,25823.926999952317,0,0,,Click To Continue,Continue Button,22,object-50,BIQ,
7,1695860926701,28/09/2023 00:28:46,1695846526701,-4,27/09/2023 16:28:46,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,3,10186.963000000003,25799.648,25826.726999904633,10186.963000000003,25799.648,25826.726999904633,1,10186.963000000003,15639.76399990463,0,,Rating Scale,Rating Scale,2,object-259,BIQ,
8,1695860926702,28/09/2023 00:28:46,1695846526702,-4,27/09/2023 16:28:46,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,13581.184999999998,25799.648,25827.326999809266,13581.184999999998,25799.648,25827.326999809266,1,13581.184999999998,12246.141999809268,0,,Rating Scale,Rating Scale,9,object-36,BIQ,
9,1695860926702,28/09/2023 00:28:46,1695846526702,-4,27/09/2023 16:28:46,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 2,o21mwi,2,response,4,24281.027000000002,25799.648,25827.926999952317,24281.027000000002,25799.648,25827.926999952317,1,24281.027000000002,1546.8999999523148,0,,Rating Scale,Rating Scale,16,object-86,BIQ,
10,1695860946419,28/09/2023 00:29:06,1695846546419,-4,27/09/2023 16:29:06,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,continue,,19744.778999952316,19732.109000000004,19744.778999952316,19744.778999952316,19732.109000000004,19744.778999952316,1,19744.778999952316,0,0,,Click To Continue,Continue Button,22,object-73,BIQ,
11,1695860946421,28/09/2023 00:29:06,1695846546421,-4,27/09/2023 16:29:06,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,5,5005.591999999997,19732.109000000004,19747.578999904632,5005.591999999997,19732.109000000004,19747.578999904632,1,5005.591999999997,14741.986999904635,0,,Rating Scale,Rating Scale,2,object-53,BIQ,
12,1695860946422,28/09/2023 00:29:06,1695846546422,-4,27/09/2023 16:29:06,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,6,10599.874000000003,19732.109000000004,19748.278999952316,10599.874000000003,19732.109000000004,19748.278999952316,1,10599.874000000003,9148.404999952312,0,,Rating Scale,Rating Scale,9,object-60,BIQ,
13,1695860946422,28/09/2023 00:29:06,1695846546422,-4,27/09/2023 16:29:06,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,1,BIQ,Screen 3,iz3the,3,response,6,12351.980000000003,19732.109000000004,19748.678999809264,12351.980000000003,19732.109000000004,19748.678999809264,1,12351.980000000003,7396.698999809261,0,,Rating Scale,Rating Scale,16,object-67,BIQ,
14,1695860946424,28/09/2023 00:29:06,1695846546424,-4,27/09/2023 16:29:06,144636,5,task-gjqt,,31905296,AULO9M89G1SLU,9434148,,complete,xtoiqa,3NXNZ5RS1GWAXCIG3S0GYP3W57L79U,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x1024,1280x875,,,0,BIQ (Charlotte),3,DECFBGAHJI,Passed AC2,,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1695840497801,27/09/2023 18:48:17,1695826097801,-4,27/09/2023 10:48:17,144636,5,task-gjqt,,31905757,hdmdjh92,9434701,,complete,rdlnde,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1366x768,1366x619,,,0,BIQ (Charlotte),3,FGEHDICJBA,Passed AC2,,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
