id,item_0,item_1,choice,winner,rt,order,null_resp
10213,7,9,0.0,7.0,3236.0,22.0,0
10213,7,10,0.0,7.0,8689.0,30.0,0
10213,7,11,0.0,7.0,3104.0,23.0,0
10213,7,12,0.0,7.0,6707.0,18.0,0
10213,7,13,0.0,7.0,8614.0,35.0,0
10213,7,14,0.0,7.0,2308.0,40.0,0
10213,8,9,0.0,8.0,2894.0,27.0,0
10213,8,10,0.0,8.0,2762.0,85.0,0
10213,8,11,0.0,8.0,25286.0,49.0,0
10213,8,12,0.0,8.0,1706.0,50.0,0
10213,8,13,0.0,8.0,2211.0,73.0,0
10213,8,14,0.0,8.0,1981.0,44.0,0
10213,9,10,0.0,9.0,17627.0,65.0,0
10213,9,11,0.0,9.0,3578.0,45.0,0
10213,9,12,0.0,9.0,3490.0,9.0,0
10213,9,13,0.0,9.0,2264.0,53.0,0
10213,9,14,1.0,14.0,2657.0,55.0,0
10213,10,11,1.0,11.0,11583.0,5.0,0
10213,10,12,0.0,10.0,3735.0,28.0,0
10213,10,13,0.0,10.0,3451.0,87.0,0
10213,10,14,1.0,14.0,4105.0,47.0,0
10213,11,12,0.0,11.0,32527.0,8.0,0
10213,11,13,0.0,11.0,4321.0,26.0,0
10213,11,14,1.0,14.0,2522.0,37.0,0
10213,12,13,0.0,12.0,4669.0,88.0,0
10213,12,14,1.0,14.0,3347.0,15.0,0
10213,13,14,1.0,14.0,2077.0,84.0,0
10214,1,2,1.0,2.0,2576.0,24.0,0
10214,1,3,1.0,3.0,2836.0,1.0,0
10214,1,4,0.0,1.0,450.0,60.0,0
10214,1,5,1.0,5.0,217.0,62.0,0
10214,1,6,1.0,6.0,5173.0,48.0,0
10214,1,7,1.0,7.0,1339.0,36.0,0
10214,1,8,1.0,8.0,1538.0,40.0,0
10214,1,9,1.0,9.0,9274.0,6.0,0
10214,1,10,0.0,1.0,4711.0,16.0,0
10214,1,11,1.0,11.0,201.0,90.0,0
10214,1,12,1.0,12.0,184.0,87.0,0
10214,1,13,0.0,1.0,3856.0,15.0,0
10214,1,14,1.0,14.0,168.0,67.0,0
10214,2,3,0.0,2.0,915.0,56.0,0
10214,2,4,0.0,2.0,233.0,64.0,0
10214,2,5,1.0,5.0,5022.0,23.0,0
10214,2,6,0.0,2.0,198.0,86.0,0
10214,2,7,1.0,7.0,4681.0,44.0,0
10214,2,8,1.0,8.0,183.0,70.0,0
10214,2,9,0.0,2.0,2399.0,39.0,0
10214,2,10,0.0,2.0,1897.0,46.0,0
10214,2,11,0.0,2.0,198.0,72.0,0
10214,2,12,1.0,12.0,1332.0,37.0,0
10214,2,13,0.0,2.0,1383.0,51.0,0
10214,2,14,0.0,2.0,688.0,59.0,0
10214,3,4,0.0,3.0,1568.0,12.0,0
10214,3,5,0.0,3.0,4163.0,21.0,0
10214,3,6,0.0,3.0,199.0,88.0,0
10214,3,7,0.0,3.0,215.0,85.0,0
10214,3,8,1.0,8.0,742.0,58.0,0
10214,3,9,0.0,3.0,19587.0,32.0,0
10214,3,10,0.0,3.0,6039.0,7.0,0
10214,3,11,0.0,3.0,180.0,68.0,0
10214,3,12,0.0,3.0,3221.0,30.0,0
10214,3,13,0.0,3.0,3944.0,29.0,0
10214,3,14,1.0,14.0,196.0,78.0,0
10214,4,5,0.0,4.0,169.0,77.0,0
10214,4,6,1.0,6.0,1349.0,49.0,0
10214,4,7,1.0,7.0,1232.0,47.0,0
10214,4,8,0.0,4.0,4615.0,54.0,0
10214,4,9,1.0,9.0,14785.0,33.0,0
10214,4,10,0.0,4.0,6173.0,28.0,0
10214,4,11,0.0,4.0,39420.0,3.0,0
10214,4,12,0.0,4.0,181.0,74.0,0
10214,4,13,0.0,4.0,198.0,63.0,0
10214,4,14,1.0,14.0,3379.0,8.0,0
10214,5,6,0.0,5.0,215.0,80.0,0
10214,5,7,1.0,7.0,200.0,65.0,0
10214,5,8,1.0,8.0,3031.0,13.0,0
10214,5,9,1.0,9.0,199.0,81.0,0
10214,5,10,1.0,10.0,1098.0,50.0,0
10214,5,11,0.0,5.0,300.0,61.0,0
10214,5,12,1.0,12.0,3956.0,2.0,0
10214,5,13,0.0,5.0,199.0,76.0,0
10214,5,14,1.0,14.0,2589.0,9.0,0
10214,6,7,0.0,6.0,12650.0,4.0,0
10214,6,8,1.0,8.0,5616.0,52.0,0
10214,6,9,1.0,9.0,32435.0,19.0,0
10214,6,10,0.0,6.0,3875.0,26.0,0
10214,6,11,1.0,11.0,201.0,84.0,0
10214,6,12,0.0,6.0,3036.0,25.0,0
10214,6,13,0.0,6.0,181.0,83.0,0
10214,6,14,0.0,6.0,10269.0,27.0,0
10214,7,8,0.0,7.0,8285.0,20.0,0
10214,7,9,0.0,7.0,10907.0,14.0,0
10214,7,10,1.0,10.0,4900.0,10.0,0
10214,7,11,1.0,11.0,10073.0,31.0,0
10214,7,12,0.0,7.0,199.0,75.0,0
10214,7,13,0.0,7.0,1184.0,55.0,0
10214,7,14,1.0,14.0,3628.0,35.0,0
10214,8,9,0.0,8.0,184.0,91.0,0
10214,8,10,0.0,8.0,1066.0,41.0,0
10214,8,11,1.0,11.0,1404.0,38.0,0
10214,8,12,0.0,8.0,2855.0,18.0,0
10214,8,13,0.0,8.0,1629.0,53.0,0
10214,8,14,0.0,8.0,183.0,79.0,0
10214,9,10,1.0,10.0,182.0,89.0,0
10214,9,11,0.0,9.0,9146.0,5.0,0
10214,9,12,1.0,12.0,182.0,69.0,0
10214,9,13,0.0,9.0,7134.0,11.0,0
10214,9,14,0.0,9.0,13941.0,17.0,0
10214,10,11,0.0,10.0,168.0,73.0,0
10214,10,12,0.0,10.0,8947.0,43.0,0
10214,10,13,0.0,10.0,181.0,71.0,0
10214,10,14,0.0,10.0,216.0,82.0,0
10214,11,12,0.0,11.0,1721.0,34.0,0
10214,11,13,1.0,13.0,4098.0,57.0,0
10214,11,14,0.0,11.0,3432.0,45.0,0
10214,12,13,0.0,12.0,6791.0,22.0,0
10214,12,14,0.0,12.0,166.0,66.0,0
10214,13,14,1.0,14.0,3309.0,42.0,0
10215,1,2,1.0,2.0,2718.0,44.0,0
10215,1,3,0.0,1.0,7327.0,18.0,0
10215,1,4,0.0,1.0,2017.0,84.0,0
10215,1,5,0.0,1.0,2224.0,23.0,0
10215,1,6,0.0,1.0,5659.0,31.0,0
10215,1,7,1.0,7.0,2455.0,21.0,0
10215,1,8,1.0,8.0,2981.0,66.0,0
10215,1,9,1.0,9.0,1714.0,78.0,0
10215,1,10,0.0,1.0,6645.0,50.0,0
10215,1,11,0.0,1.0,2924.0,34.0,0
10215,1,12,0.0,1.0,5893.0,1.0,0
10215,1,13,0.0,1.0,2104.0,37.0,0
10215,1,14,0.0,1.0,3307.0,70.0,0
10215,2,3,0.0,2.0,1931.0,89.0,0
10215,2,4,0.0,2.0,1785.0,73.0,0
10215,2,5,0.0,2.0,6441.0,40.0,0
10215,2,6,0.0,2.0,1808.0,69.0,0
10215,2,7,0.0,2.0,1211.0,86.0,0
10215,2,8,1.0,8.0,2375.0,67.0,0
10215,2,9,0.0,2.0,2718.0,19.0,0
10215,2,10,0.0,2.0,1570.0,51.0,0
10215,2,11,0.0,2.0,2368.0,65.0,0
10215,2,12,0.0,2.0,2734.0,48.0,0
10215,2,13,0.0,2.0,2391.0,61.0,0
10215,2,14,1.0,14.0,2702.0,38.0,0
10215,3,4,1.0,4.0,2089.0,64.0,0
10215,3,5,1.0,5.0,1547.0,68.0,0
10215,3,6,1.0,6.0,1245.0,90.0,0
10215,3,7,1.0,7.0,1194.0,91.0,0
10215,3,8,1.0,8.0,6258.0,75.0,0
10215,3,9,1.0,9.0,10165.0,26.0,0
10215,3,10,1.0,10.0,4345.0,29.0,0
10215,3,11,1.0,11.0,5053.0,63.0,0
10215,3,12,0.0,3.0,3218.0,11.0,0
10215,3,13,0.0,3.0,2533.0,16.0,0
10215,3,14,1.0,14.0,2072.0,58.0,0
10215,4,5,0.0,4.0,3006.0,54.0,0
10215,4,6,1.0,6.0,1191.0,88.0,0
10215,4,7,0.0,4.0,787.0,85.0,0
10215,4,8,1.0,8.0,8601.0,20.0,0
10215,4,9,1.0,9.0,2567.0,87.0,0
10215,4,10,1.0,10.0,4241.0,42.0,0
10215,4,11,0.0,4.0,3914.0,17.0,0
10215,4,12,0.0,4.0,2909.0,33.0,0
10215,4,13,0.0,4.0,2989.0,39.0,0
10215,4,14,1.0,14.0,4296.0,6.0,0
10215,5,6,1.0,6.0,4864.0,9.0,0
10215,5,7,1.0,7.0,2535.0,55.0,0
10215,5,8,1.0,8.0,4430.0,83.0,0
10215,5,9,1.0,9.0,1696.0,52.0,0
10215,5,10,0.0,5.0,3595.0,22.0,0
10215,5,11,1.0,11.0,10223.0,46.0,0
10215,5,12,0.0,5.0,73551.0,35.0,0
10215,5,13,0.0,5.0,8628.0,14.0,0
10215,5,14,1.0,14.0,2057.0,25.0,0
10215,6,7,1.0,7.0,2032.0,81.0,0
10215,6,8,1.0,8.0,8244.0,45.0,0
10215,6,9,1.0,9.0,3850.0,79.0,0
10215,6,10,0.0,6.0,47395.0,41.0,0
10215,6,11,0.0,6.0,3976.0,12.0,0
10215,6,12,0.0,6.0,5524.0,62.0,0
10215,6,13,0.0,6.0,1968.0,43.0,0
10215,6,14,1.0,14.0,2671.0,76.0,0
10215,7,8,1.0,8.0,1586.0,71.0,0
10215,7,9,1.0,9.0,5158.0,15.0,0
10215,7,10,0.0,7.0,3046.0,56.0,0
10215,7,11,0.0,7.0,3355.0,82.0,0
10215,7,12,0.0,7.0,2487.0,72.0,0
10215,7,13,0.0,7.0,1959.0,4.0,0
10215,7,14,0.0,7.0,4262.0,10.0,0
10215,8,9,1.0,9.0,2033.0,28.0,0
10215,8,10,0.0,8.0,2513.0,36.0,0
10215,8,11,0.0,8.0,769.0,80.0,0
10215,8,12,0.0,8.0,7972.0,30.0,0
10215,8,13,0.0,8.0,2343.0,7.0,0
10215,8,14,1.0,14.0,1641.0,77.0,0
10215,9,10,1.0,10.0,2558.0,57.0,0
10215,9,11,0.0,9.0,1340.0,60.0,0
10215,9,12,0.0,9.0,2392.0,5.0,0
10215,9,13,0.0,9.0,2631.0,27.0,0
10215,9,14,0.0,9.0,2121.0,8.0,0
10215,10,11,1.0,11.0,3682.0,59.0,0
10215,10,12,1.0,12.0,7835.0,2.0,0
10215,10,13,0.0,10.0,34355.0,3.0,0
10215,10,14,1.0,14.0,6767.0,32.0,0
10215,11,12,1.0,12.0,1252.0,47.0,0
10215,11,13,0.0,11.0,2447.0,74.0,0
10215,11,14,1.0,14.0,2133.0,13.0,0
10215,12,13,0.0,12.0,3277.0,24.0,0
10215,12,14,1.0,14.0,1778.0,53.0,0
10215,13,14,1.0,14.0,2750.0,49.0,0
10216,1,2,1.0,2.0,1257.0,75.0,0
10216,1,3,0.0,1.0,1247.0,89.0,0
10216,1,4,1.0,4.0,1497.0,83.0,0
10216,1,5,0.0,1.0,11118.0,80.0,0
10216,1,6,1.0,6.0,2417.0,67.0,0
10216,1,7,1.0,7.0,1200.0,82.0,0
10216,1,8,1.0,8.0,4814.0,32.0,0
10216,1,9,1.0,9.0,1186.0,58.0,0
10216,1,10,0.0,1.0,1804.0,91.0,0
10216,1,11,1.0,11.0,1474.0,87.0,0
10216,1,12,0.0,1.0,1646.0,26.0,0
10216,1,13,0.0,1.0,1846.0,86.0,0
10216,1,14,1.0,14.0,2147.0,90.0,0
10216,2,3,0.0,2.0,5708.0,2.0,0
10216,2,4,1.0,4.0,1760.0,25.0,0
10216,2,5,0.0,2.0,1425.0,52.0,0
10216,2,6,0.0,2.0,2859.0,40.0,0
10216,2,7,0.0,2.0,7499.0,88.0,0
10216,2,8,1.0,8.0,3921.0,39.0,0
10216,2,9,0.0,2.0,2167.0,37.0,0
10216,2,10,0.0,2.0,4321.0,13.0,0
10216,2,11,1.0,11.0,5563.0,6.0,0
10216,2,12,0.0,2.0,5471.0,11.0,0
10216,2,13,0.0,2.0,2070.0,50.0,0
10216,2,14,1.0,14.0,4563.0,18.0,0
10216,3,4,1.0,4.0,12715.0,12.0,0
10216,3,5,0.0,3.0,1952.0,77.0,0
10216,3,6,1.0,6.0,3720.0,33.0,0
10216,3,7,1.0,7.0,1236.0,76.0,0
10216,3,8,1.0,8.0,5536.0,8.0,0
10216,3,9,1.0,9.0,10271.0,10.0,0
10216,3,10,0.0,3.0,5656.0,9.0,0
10216,3,11,1.0,11.0,1527.0,45.0,0
10216,3,12,0.0,3.0,29338.0,1.0,0
10216,3,13,0.0,3.0,1548.0,47.0,0
10216,3,14,1.0,14.0,6697.0,60.0,0
10216,4,5,0.0,4.0,3189.0,14.0,0
10216,4,6,0.0,4.0,1456.0,48.0,0
10216,4,7,1.0,7.0,9302.0,22.0,0
10216,4,8,1.0,8.0,1066.0,74.0,0
10216,4,9,0.0,4.0,8732.0,5.0,0
10216,4,10,0.0,4.0,3261.0,85.0,0
10216,4,11,1.0,11.0,1382.0,41.0,0
10216,4,12,0.0,4.0,2517.0,78.0,0
10216,4,13,0.0,4.0,2231.0,19.0,0
10216,4,14,1.0,14.0,1515.0,36.0,0
10216,5,6,1.0,6.0,2587.0,46.0,0
10216,5,7,1.0,7.0,2626.0,66.0,0
10216,5,8,1.0,8.0,1097.0,73.0,0
10216,5,9,1.0,9.0,6346.0,29.0,0
10216,5,10,0.0,5.0,2252.0,55.0,0
10216,5,11,1.0,11.0,1950.0,31.0,0
10216,5,12,1.0,12.0,6460.0,28.0,0
10216,5,13,1.0,13.0,6446.0,56.0,0
10216,5,14,1.0,14.0,1547.0,65.0,0
10216,6,7,0.0,6.0,1778.0,51.0,0
10216,6,8,1.0,8.0,2130.0,49.0,0
10216,6,9,1.0,9.0,1535.0,43.0,0
10216,6,10,0.0,6.0,7975.0,7.0,0
10216,6,11,1.0,11.0,2430.0,57.0,0
10216,6,12,0.0,6.0,2311.0,16.0,0
10216,6,13,0.0,6.0,1311.0,84.0,0
10216,6,14,0.0,6.0,1296.0,69.0,0
10216,7,8,0.0,7.0,2034.0,62.0,0
10216,7,9,0.0,7.0,4259.0,34.0,0
10216,7,10,0.0,7.0,7571.0,21.0,0
10216,7,11,1.0,11.0,5587.0,30.0,0
10216,7,12,0.0,7.0,4312.0,4.0,0
10216,7,13,0.0,7.0,1787.0,15.0,0
10216,7,14,0.0,7.0,3364.0,38.0,0
10216,8,9,0.0,8.0,2190.0,59.0,0
10216,8,10,0.0,8.0,2041.0,17.0,0
10216,8,11,1.0,11.0,1276.0,71.0,0
10216,8,12,0.0,8.0,1341.0,70.0,0
10216,8,13,0.0,8.0,3934.0,23.0,0
10216,8,14,0.0,8.0,1661.0,81.0,0
10216,9,10,0.0,9.0,8529.0,27.0,0
10216,9,11,1.0,11.0,2546.0,44.0,0
10216,9,12,0.0,9.0,1569.0,61.0,0
10216,9,13,0.0,9.0,1689.0,24.0,0
10216,9,14,1.0,14.0,1339.0,64.0,0
10216,10,11,1.0,11.0,1155.0,63.0,0
10216,10,12,1.0,12.0,2759.0,72.0,0
10216,10,13,0.0,10.0,1371.0,54.0,0
10216,10,14,0.0,10.0,1718.0,79.0,0
10216,11,12,0.0,11.0,6299.0,3.0,0
10216,11,13,0.0,11.0,3072.0,68.0,0
10216,11,14,0.0,11.0,1154.0,42.0,0
10216,12,13,0.0,12.0,6262.0,20.0,0
10216,12,14,1.0,14.0,2038.0,35.0,0
10216,13,14,1.0,14.0,4948.0,53.0,0
10217,1,2,0.0,1.0,2036.0,69.0,0
10217,1,3,0.0,1.0,1493.0,72.0,0
10217,1,4,0.0,1.0,1207.0,82.0,0
10217,1,5,0.0,1.0,1898.0,38.0,0
10217,1,6,0.0,1.0,3494.0,81.0,0
10217,1,7,0.0,1.0,2523.0,14.0,0
10217,1,8,0.0,1.0,1466.0,60.0,0
10217,1,9,0.0,1.0,4468.0,4.0,0
10217,1,10,0.0,1.0,1235.0,74.0,0
10217,1,11,1.0,11.0,2907.0,49.0,0
10217,1,12,0.0,1.0,1641.0,90.0,0
10217,1,13,0.0,1.0,1635.0,43.0,0
10217,1,14,0.0,1.0,2625.0,86.0,0
10217,2,3,0.0,2.0,2207.0,25.0,0
10217,2,4,1.0,4.0,2033.0,87.0,0
10217,2,5,0.0,2.0,1837.0,46.0,0
10217,2,6,0.0,2.0,4532.0,53.0,0
10217,2,7,1.0,7.0,4892.0,21.0,0
10217,2,8,1.0,8.0,4956.0,33.0,0
10217,2,9,1.0,9.0,2374.0,63.0,0
10217,2,10,0.0,2.0,3359.0,36.0,0
10217,2,11,1.0,11.0,3288.0,73.0,0
10217,2,12,0.0,2.0,2913.0,3.0,0
10217,2,13,0.0,2.0,1332.0,64.0,0
10217,2,14,0.0,2.0,1710.0,91.0,0
10217,3,4,0.0,3.0,2439.0,24.0,0
10217,3,5,0.0,3.0,3282.0,70.0,0
10217,3,6,0.0,3.0,5938.0,6.0,0
10217,3,7,0.0,3.0,3400.0,18.0,0
10217,3,8,0.0,3.0,2408.0,44.0,0
10217,3,9,1.0,9.0,1986.0,79.0,0
10217,3,10,1.0,10.0,3350.0,55.0,0
10217,3,11,1.0,11.0,2051.0,42.0,0
10217,3,12,0.0,3.0,1938.0,19.0,0
10217,3,13,0.0,3.0,1556.0,41.0,0
10217,3,14,0.0,3.0,2087.0,12.0,0
10217,4,5,0.0,4.0,2728.0,80.0,0
10217,4,6,0.0,4.0,1857.0,16.0,0
10217,4,7,1.0,7.0,2728.0,10.0,0
10217,4,8,0.0,4.0,2514.0,45.0,0
10217,4,9,1.0,9.0,1642.0,77.0,0
10217,4,10,0.0,4.0,2600.0,13.0,0
10217,4,11,1.0,11.0,1708.0,83.0,0
10217,4,12,0.0,4.0,1253.0,20.0,0
10217,4,13,0.0,4.0,1625.0,47.0,0
10217,4,14,0.0,4.0,1716.0,26.0,0
10217,5,6,0.0,5.0,1564.0,51.0,0
10217,5,7,1.0,7.0,1975.0,50.0,0
10217,5,8,1.0,8.0,2617.0,27.0,0
10217,5,9,1.0,9.0,1210.0,68.0,0
10217,5,10,0.0,5.0,4222.0,58.0,0
10217,5,11,1.0,11.0,2586.0,7.0,0
10217,5,12,0.0,5.0,3015.0,71.0,0
10217,5,13,1.0,13.0,2404.0,40.0,0
10217,5,14,0.0,5.0,1264.0,52.0,0
10217,6,7,1.0,7.0,3112.0,15.0,0
10217,6,8,1.0,8.0,2828.0,66.0,0
10217,6,9,1.0,9.0,1303.0,17.0,0
10217,6,10,1.0,10.0,6448.0,59.0,0
10217,6,11,1.0,11.0,1596.0,76.0,0
10217,6,12,0.0,6.0,2929.0,57.0,0
10217,6,13,0.0,6.0,2711.0,84.0,0
10217,6,14,1.0,14.0,3049.0,39.0,0
10217,7,8,1.0,8.0,1268.0,32.0,0
10217,7,9,1.0,9.0,2579.0,9.0,0
10217,7,10,0.0,7.0,2111.0,62.0,0
10217,7,11,1.0,11.0,3352.0,8.0,0
10217,7,12,0.0,7.0,1716.0,48.0,0
10217,7,13,0.0,7.0,1309.0,89.0,0
10217,7,14,0.0,7.0,3696.0,31.0,0
10217,8,9,1.0,9.0,1898.0,56.0,0
10217,8,10,0.0,8.0,2866.0,22.0,0
10217,8,11,1.0,11.0,4596.0,11.0,0
10217,8,12,0.0,8.0,1181.0,67.0,0
10217,8,13,0.0,8.0,1472.0,29.0,0
10217,8,14,0.0,8.0,2351.0,30.0,0
10217,9,10,0.0,9.0,1060.0,75.0,0
10217,9,11,1.0,11.0,1539.0,88.0,0
10217,9,12,0.0,9.0,1446.0,61.0,0
10217,9,13,0.0,9.0,1748.0,34.0,0
10217,9,14,0.0,9.0,2003.0,37.0,0
10217,10,11,1.0,11.0,5275.0,2.0,0
10217,10,12,0.0,10.0,11016.0,5.0,0
10217,10,13,0.0,10.0,2897.0,78.0,0
10217,10,14,0.0,10.0,4586.0,65.0,0
