id,item_id,item,agreement_response,agreement_rt,null_resp
10239,2,I feel that occasional sadness is important. ,0,3111,0
10239,3,I enjoy feeling melancholy sometimes.,-2,4956,0
10239,4,It is not always bad to feel low. ,-1,3109,0
10239,5,It is never good to feel low. ,-1,6482,0
10239,6,When I  feel low I can see things more clearly.,-1,5884,0
10239,7,Feeling sad sometimes is part of normal life,1,4678,0
10239,8,I have learnt a lot about myself by being happy. ,0,13881,0
10239,9,I have learnt a lot about myself by being sad. ,1,4047,0
10239,10,How one feels is not the most important thing. ,-1,3390,0
10239,11,"I am always trying to be myself, even if this makes me feel low.",0,4570,0
10239,12,Feeling anger is always good. ,-1,4165,0
10239,13,Feeling anger is never good. ,0,3418,0
10239,14,Anger can be important in life.,-1,2198,0
10253,1,I never want to be sad again. ,1,10499,0
10253,2,I feel that occasional sadness is important. ,-1,68446,0
10253,3,I enjoy feeling melancholy sometimes.,-2,17176,0
10253,4,It is not always bad to feel low. ,0,9326,0
10253,5,It is never good to feel low. ,0,6223,0
10253,6,When I  feel low I can see things more clearly.,-2,67596,0
10253,7,Feeling sad sometimes is part of normal life,-1,21824,0
10253,8,I have learnt a lot about myself by being happy. ,-1,7951,0
10253,9,I have learnt a lot about myself by being sad. ,0,28989,0
10253,10,How one feels is not the most important thing. ,-1,86393,0
10253,11,"I am always trying to be myself, even if this makes me feel low.",-1,21564,0
10253,12,Feeling anger is always good. ,-1,7066,0
10253,13,Feeling anger is never good. ,1,10418,0
10253,14,Anger can be important in life.,1,10960,0
10283,1,I never want to be sad again. ,-1,1552,0
10283,2,I feel that occasional sadness is important. ,1,2150,0
10283,3,I enjoy feeling melancholy sometimes.,1,2248,0
10283,4,It is not always bad to feel low. ,1,1560,0
10283,5,It is never good to feel low. ,-1,3307,0
10283,6,When I  feel low I can see things more clearly.,1,3743,0
10283,7,Feeling sad sometimes is part of normal life,2,5833,0
10283,8,I have learnt a lot about myself by being happy. ,-1,3035,0
10283,9,I have learnt a lot about myself by being sad. ,1,1519,0
10283,10,How one feels is not the most important thing. ,1,3000,0
10283,11,"I am always trying to be myself, even if this makes me feel low.",0,5602,0
10283,12,Feeling anger is always good. ,-1,635395,0
10283,13,Feeling anger is never good. ,0,4120,0
10283,14,Anger can be important in life.,-1,1791,0
10284,1,I never want to be sad again. ,-1,10762,0
10284,2,I feel that occasional sadness is important. ,2,1901,0
10284,3,I enjoy feeling melancholy sometimes.,2,1704,0
10284,4,It is not always bad to feel low. ,2,2770,0
10284,5,It is never good to feel low. ,-2,2318,0
10284,6,When I  feel low I can see things more clearly.,-1,2801,0
10284,7,Feeling sad sometimes is part of normal life,2,3070,0
10284,8,I have learnt a lot about myself by being happy. ,1,6167,0
10284,9,I have learnt a lot about myself by being sad. ,1,4342,0
10284,10,How one feels is not the most important thing. ,0,4187,0
10284,11,"I am always trying to be myself, even if this makes me feel low.",-1,10662,0
10284,12,Feeling anger is always good. ,1,2513,0
10284,13,Feeling anger is never good. ,-2,1861,0
10284,14,Anger can be important in life.,2,2984,0
10286,1,I never want to be sad again. ,-1,4931,0
10286,2,I feel that occasional sadness is important. ,0,3688,0
10286,3,I enjoy feeling melancholy sometimes.,-1,38578,0
10286,4,It is not always bad to feel low. ,1,7397,0
10286,5,It is never good to feel low. ,-1,8698,0
10286,6,When I  feel low I can see things more clearly.,0,3845,0
10286,7,Feeling sad sometimes is part of normal life,1,5011,0
10286,8,I have learnt a lot about myself by being happy. ,1,1429,0
10286,9,I have learnt a lot about myself by being sad. ,0,4396,0
10286,10,How one feels is not the most important thing. ,-1,6272,0
10286,11,"I am always trying to be myself, even if this makes me feel low.",0,15690,0
10286,12,Feeling anger is always good. ,-2,16988,0
10286,13,Feeling anger is never good. ,-1,38537,0
10286,14,Anger can be important in life.,0,5525,0
10288,1,I never want to be sad again. ,-2,3551,0
10288,2,I feel that occasional sadness is important. ,2,4017,0
10288,3,I enjoy feeling melancholy sometimes.,2,2794,0
10288,4,It is not always bad to feel low. ,2,3393,0
10288,5,It is never good to feel low. ,-1,4839,0
10288,6,When I  feel low I can see things more clearly.,-1,4513,0
10288,7,Feeling sad sometimes is part of normal life,2,2282,0
10288,8,I have learnt a lot about myself by being happy. ,1,3001,0
10288,9,I have learnt a lot about myself by being sad. ,1,8786,0
10288,10,How one feels is not the most important thing. ,-1,7099,0
10288,11,"I am always trying to be myself, even if this makes me feel low.",-2,2765,0
10288,12,Feeling anger is always good. ,-1,2838,0
10288,13,Feeling anger is never good. ,-2,6097,0
10288,14,Anger can be important in life.,2,2387,0
10289,1,I never want to be sad again. ,-2,7264,0
10289,2,I feel that occasional sadness is important. ,1,3222,0
10289,3,I enjoy feeling melancholy sometimes.,-2,4181,0
10289,4,It is not always bad to feel low. ,0,3598,0
10289,5,It is never good to feel low. ,-1,3498,0
10289,6,When I  feel low I can see things more clearly.,-2,13527,0
10289,7,Feeling sad sometimes is part of normal life,2,5828,0
10289,8,I have learnt a lot about myself by being happy. ,0,4034,0
10289,9,I have learnt a lot about myself by being sad. ,-2,2338,0
10289,10,How one feels is not the most important thing. ,0,2980,0
10289,11,"I am always trying to be myself, even if this makes me feel low.",0,6420,0
10289,12,Feeling anger is always good. ,-2,3904,0
10289,13,Feeling anger is never good. ,-2,20143,0
10289,14,Anger can be important in life.,1,2284,0
10290,1,I never want to be sad again. ,-1,6258,0
10290,2,I feel that occasional sadness is important. ,1,3475,0
10290,3,I enjoy feeling melancholy sometimes.,-1,21952,0
10290,4,It is not always bad to feel low. ,1,7452,0
10290,5,It is never good to feel low. ,-2,6329,0
10290,6,When I  feel low I can see things more clearly.,-1,13808,0
10290,7,Feeling sad sometimes is part of normal life,2,4839,0
10290,8,I have learnt a lot about myself by being happy. ,0,8251,0
10290,9,I have learnt a lot about myself by being sad. ,1,2661,0
10290,10,How one feels is not the most important thing. ,0,14114,0
10290,11,"I am always trying to be myself, even if this makes me feel low.",0,9009,0
10290,12,Feeling anger is always good. ,-1,3404,0
10290,13,Feeling anger is never good. ,-1,4037,0
10290,14,Anger can be important in life.,1,2174,0
10291,1,I never want to be sad again. ,-1,5899,0
10291,2,I feel that occasional sadness is important. ,1,16833,0
10291,3,I enjoy feeling melancholy sometimes.,-2,3383,0
10291,4,It is not always bad to feel low. ,1,6033,0
10291,5,It is never good to feel low. ,0,420,0
10291,6,When I  feel low I can see things more clearly.,0,6229,0
10291,7,Feeling sad sometimes is part of normal life,2,22237,0
10291,8,I have learnt a lot about myself by being happy. ,1,4664,0
10291,9,I have learnt a lot about myself by being sad. ,1,17828,0
10291,10,How one feels is not the most important thing. ,0,16718,0
10291,11,"I am always trying to be myself, even if this makes me feel low.",0,9272,0
10291,12,Feeling anger is always good. ,-1,8471,0
10291,13,Feeling anger is never good. ,-1,924,0
10291,14,Anger can be important in life.,1,16328,0
10292,1,I never want to be sad again. ,0,5021,0
10292,2,I feel that occasional sadness is important. ,1,2532,0
10292,3,I enjoy feeling melancholy sometimes.,2,2815,0
10292,4,It is not always bad to feel low. ,1,3628,0
10292,5,It is never good to feel low. ,-1,2818,0
10292,6,When I  feel low I can see things more clearly.,2,4676,0
10292,7,Feeling sad sometimes is part of normal life,2,2691,0
10292,8,I have learnt a lot about myself by being happy. ,-1,2948,0
10292,9,I have learnt a lot about myself by being sad. ,1,4892,0
10292,10,How one feels is not the most important thing. ,-2,1098,0
10292,11,"I am always trying to be myself, even if this makes me feel low.",-1,5286,0
10292,12,Feeling anger is always good. ,-2,3026,0
10292,13,Feeling anger is never good. ,2,3207,0
10292,14,Anger can be important in life.,-2,2971,0
10293,1,I never want to be sad again. ,-1,2814,0
10293,2,I feel that occasional sadness is important. ,1,3190,0
10293,3,I enjoy feeling melancholy sometimes.,0,5934,0
10293,4,It is not always bad to feel low. ,1,1852,0
10293,5,It is never good to feel low. ,-1,2462,0
10293,6,When I  feel low I can see things more clearly.,0,3497,0
10293,7,Feeling sad sometimes is part of normal life,1,1743,0
10293,8,I have learnt a lot about myself by being happy. ,2,3252,0
10293,9,I have learnt a lot about myself by being sad. ,1,2695,0
10293,10,How one feels is not the most important thing. ,-1,3766,0
10293,11,"I am always trying to be myself, even if this makes me feel low.",1,2759,0
10293,12,Feeling anger is always good. ,-1,2900,0
10293,13,Feeling anger is never good. ,-1,7563,0
10293,14,Anger can be important in life.,1,1276,0
10295,1,I never want to be sad again. ,1,3035,0
10295,2,I feel that occasional sadness is important. ,1,3177,0
10295,3,I enjoy feeling melancholy sometimes.,-1,5347,0
10295,4,It is not always bad to feel low. ,1,6639,0
10295,5,It is never good to feel low. ,1,7511,0
10295,6,When I  feel low I can see things more clearly.,-1,6086,0
10295,7,Feeling sad sometimes is part of normal life,1,2565,0
10295,8,I have learnt a lot about myself by being happy. ,2,6526,0
10295,9,I have learnt a lot about myself by being sad. ,1,767,0
10295,10,How one feels is not the most important thing. ,-1,6444,0
10295,11,"I am always trying to be myself, even if this makes me feel low.",-1,5634,0
10295,12,Feeling anger is always good. ,-1,5097,0
10295,13,Feeling anger is never good. ,1,2642,0
10295,14,Anger can be important in life.,1,3225,0
10296,1,I never want to be sad again. ,-1,2004,0
10296,2,I feel that occasional sadness is important. ,1,3270,0
10296,3,I enjoy feeling melancholy sometimes.,-2,7485,0
10296,4,It is not always bad to feel low. ,-2,3078,0
10296,5,It is never good to feel low. ,2,13796,0
10296,6,When I  feel low I can see things more clearly.,-2,8555,0
10296,7,Feeling sad sometimes is part of normal life,1,2190,0
10296,8,I have learnt a lot about myself by being happy. ,2,19117,0
10296,9,I have learnt a lot about myself by being sad. ,1,2776,0
10296,10,How one feels is not the most important thing. ,-1,4627,0
10296,11,"I am always trying to be myself, even if this makes me feel low.",-1,4771,0
10296,12,Feeling anger is always good. ,-1,6087,0
10296,13,Feeling anger is never good. ,-1,2645,0
10296,14,Anger can be important in life.,1,3525,0
10297,1,I never want to be sad again. ,0,2795,0
10297,2,I feel that occasional sadness is important. ,1,4376,0
10297,3,I enjoy feeling melancholy sometimes.,1,4299,0
10297,4,It is not always bad to feel low. ,1,4216,0
10297,5,It is never good to feel low. ,0,1794,0
10297,6,When I  feel low I can see things more clearly.,0,2735,0
10297,7,Feeling sad sometimes is part of normal life,1,3992,0
10297,8,I have learnt a lot about myself by being happy. ,1,8947,0
10297,9,I have learnt a lot about myself by being sad. ,0,8038,0
10297,10,How one feels is not the most important thing. ,0,5991,0
10297,11,"I am always trying to be myself, even if this makes me feel low.",1,13236,0
10297,12,Feeling anger is always good. ,-1,3673,0
10297,13,Feeling anger is never good. ,-1,3158,0
10297,14,Anger can be important in life.,0,5276,0
10298,1,I never want to be sad again. ,1,4171,0
10298,2,I feel that occasional sadness is important. ,1,4861,0
10298,3,I enjoy feeling melancholy sometimes.,0,4235,0
10298,4,It is not always bad to feel low. ,1,13270,0
10298,5,It is never good to feel low. ,-1,2385,0
10298,6,When I  feel low I can see things more clearly.,-1,6263,0
10298,7,Feeling sad sometimes is part of normal life,1,3079,0
10298,8,I have learnt a lot about myself by being happy. ,1,4441,0
10298,9,I have learnt a lot about myself by being sad. ,0,5277,0
10298,10,How one feels is not the most important thing. ,-1,6423,0
10298,11,"I am always trying to be myself, even if this makes me feel low.",0,8481,0
10298,12,Feeling anger is always good. ,-2,2517,0
10298,13,Feeling anger is never good. ,-2,4075,0
10298,14,Anger can be important in life.,1,3826,0
10299,1,I never want to be sad again. ,0,3184,0
10299,2,I feel that occasional sadness is important. ,2,1666,0
10299,3,I enjoy feeling melancholy sometimes.,-1,5217,0
10299,4,It is not always bad to feel low. ,0,3383,0
10299,5,It is never good to feel low. ,1,1706,0
10299,6,When I  feel low I can see things more clearly.,-2,4933,0
10299,7,Feeling sad sometimes is part of normal life,2,2194,0
10299,8,I have learnt a lot about myself by being happy. ,1,3360,0
10299,9,I have learnt a lot about myself by being sad. ,-1,4041,0
