id,item_id,item,view_response,choice_text,view_rt,null_resp
10348,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15138.0,0
10349,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",3851.0,0
10349,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5361.0,0
10350,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8760.0,0
10350,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,3336.0,0
10351,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",15618.0,0
10351,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8447.0,0
10352,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",11974.0,0
10352,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15027.0,0
10353,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5911.0,0
10353,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,4944.0,0
10354,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10416.0,0
10354,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9591.0,0
10355,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7873.0,0
10355,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,14930.0,0
10356,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6328.0,0
10356,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,10856.0,0
10357,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6545.0,0
10357,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5346.0,0
10358,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",56202.0,0
10358,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,14214.0,0
10359,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6470.0,0
10359,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,17965.0,0
10361,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8414.0,0
10361,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7506.0,0
10362,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8998.0,0
10362,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,22734.0,0
10363,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",2196.0,0
10363,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,5151.0,0
10364,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5165.0,0
10364,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7609.0,0
10365,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8736.0,0
10365,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13016.0,0
10366,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7528.0,0
10366,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5526.0,0
10367,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",11228.0,0
10367,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,4801.0,0
10368,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6561.0,0
10368,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,11684.0,0
10369,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",39259.0,0
10369,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5243.0,0
10370,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",4988.0,0
10370,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,11483.0,0
10371,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",11099.0,0
10371,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,4798.0,0
10372,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6387.0,0
10372,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15715.0,0
10373,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",10959.0,0
10373,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,7545.0,0
10374,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10457.0,0
10374,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13959.0,0
10375,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",11198.0,0
10375,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13410.0,0
10376,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9493.0,0
10376,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,19432.0,0
10377,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8847.0,0
10377,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9143.0,0
10378,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",2819.0,0
10378,1,Depression,2.0,Depression is the absence of emotions,3552.0,0
10379,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",20293.0,0
10379,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,16265.0,0
10380,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8927.0,0
10380,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9663.0,0
10381,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8087.0,0
10381,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,20799.0,0
10382,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9629.0,0
10382,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,10468.0,0
10383,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10701.0,0
10383,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,14384.0,0
10385,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9643.0,0
10385,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,16978.0,0
10386,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5477.0,0
10386,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11604.0,0
10387,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",4313.0,0
10387,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,13955.0,0
10388,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5703.0,0
10388,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,4231.0,0
10389,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",12185.0,0
10389,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9152.0,0
10390,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10718.0,0
10390,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,34463.0,0
10391,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",15715.0,0
10391,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7195.0,0
10392,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6355.0,0
10392,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9662.0,0
10393,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",46097.0,0
10393,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,3357.0,0
10394,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",10440.0,0
10394,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8679.0,0
10395,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",15967.0,0
10395,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,13575.0,0
10396,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6225.0,0
10396,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,5964.0,0
10398,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",21181.0,0
10398,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,3296.0,0
10399,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",22182.0,0
10399,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,32788.0,0
10400,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8078.0,0
10400,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,9373.0,0
10402,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",5933.0,0
10402,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,4747.0,0
10403,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4453.0,0
10403,1,Depression,2.0,Depression is the absence of emotions,1984.0,0
10404,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8707.0,0
10404,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,10640.0,0
10405,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9892.0,0
10405,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,6633.0,0
10406,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",4992.0,0
10406,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6425.0,0
10407,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",3876.0,0
10407,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,3259.0,0
10408,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6672.0,0
10408,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8320.0,0
10409,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",7662.0,0
10409,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11590.0,0
10410,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6859.0,0
10410,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8820.0,0
10411,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",2215.0,0
10411,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,3048.0,0
10412,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9071.0,0
10412,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9358.0,0
10413,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4717.0,0
10413,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,36.0,0
10414,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8605.0,0
10414,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,39595.0,0
10415,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9627.0,0
10415,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7594.0,0
10416,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",16719.0,0
10416,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11200.0,0
10417,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8191.0,0
10417,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11674.0,0
10418,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",9480.0,0
10418,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11309.0,0
10419,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",10384.0,0
10419,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8308.0,0
10420,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",5669.0,0
10420,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,2169.0,0
10421,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",8407.0,0
10421,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,21393.0,0
10422,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",19390.0,0
10422,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,10386.0,0
10423,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",40367.0,0
10423,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,20420.0,0
10424,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7439.0,0
10424,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,3975.0,0
10425,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",16365.0,0
10425,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,12565.0,0
10426,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4522.0,0
10426,1,Depression,2.0,Depression is the absence of emotions,4656.0,0
10428,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",3587.0,0
10428,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,8886.0,0
10429,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",73875.0,0
10429,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,6666.0,0
10430,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6641.0,0
10430,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,7734.0,0
10431,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7016.0,0
10431,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,9232.0,0
10433,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",17558.0,0
10433,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,12284.0,0
10434,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",6703.0,0
10434,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,10830.0,0
10435,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8070.0,0
10435,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,7575.0,0
10436,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",6486.0,0
10436,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6091.0,0
10438,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4887.0,0
10438,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,6919.0,0
10439,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",9194.0,0
10439,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,11193.0,0
10440,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",4599.0,0
10440,1,Depression,2.0,Depression is the absence of emotions,1883.0,0
10441,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",8444.0,0
10441,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,14959.0,0
10442,0,Aim of life,1.0,"The aim of life is to do something meaningful and worthwhile, and it doesn’t really matter how happy you feel",7928.0,0
10442,1,Depression,0.0,Depression is just a more extreme version of normal emotions of sadness or grief,8876.0,0
10443,0,Aim of life,0.0,"The aim of life is to feel as happy as possible, as much of the time as possible",17006.0,0
10443,1,Depression,1.0,Depression is a mental illness: it’s very different from normal emotions of sadness or grief,15369.0,0
