Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Prevalence ranking object-2 Generalised anxiety disorder (GAD),Prevalence ranking object-2 Obsessive compulsive disorder (OCD) ,Prevalence ranking object-2 Specific phobia,Prevalence ranking object-2 Social phobia/social anxiety disorder,Prevalence ranking object-2 Panic disorder,Prevalence ranking object-2 Post-traumatic stress disorder (PTSD),Prevalence ranking object-2 Body dysmorphic disorder (BDD),Prevalence ranking object-2 Major depressive disorder (depression)
1,1748423662389,28/05/2025 09:14:22,1748427262389,1,28/05/2025 11:14:22,212748,2,questionnaire-gp33,,46588389,zr7bagj9,13519729,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,3440x1440,2283x1272,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Specific phobia,Panic disorder
1,1748510510934,29/05/2025 09:21:50,1748514110934,1,29/05/2025 11:21:50,212748,2,questionnaire-gp33,,46632317,io0v30oe,13528974,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Body dysmorphic disorder (BDD),Panic disorder,Post-traumatic stress disorder (PTSD)
1,1748510806545,29/05/2025 09:26:46,1748514406545,1,29/05/2025 11:26:46,212748,2,questionnaire-gp33,,46632537,1kcv2zp2,13529260,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Obsessive compulsive disorder (OCD) ,Panic disorder,Major depressive disorder (depression),Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1748518143366,29/05/2025 11:29:03,1748521743366,1,29/05/2025 13:29:03,212748,2,questionnaire-gp33,,46636797,83n6ep4w,13530266,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia
1,1748525007693,29/05/2025 13:23:27,1748528607693,1,29/05/2025 15:23:27,212748,2,questionnaire-gp33,,46640245,4z7kgxxh,13531179,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia,Panic disorder
1,1748594545739,30/05/2025 08:42:25,1748598145739,1,30/05/2025 10:42:25,212748,2,questionnaire-gp33,,46668189,3f2t9hbl,13536954,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Specific phobia,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Panic disorder
1,1748613677358,30/05/2025 14:01:17,1748617277358,1,30/05/2025 16:01:17,212748,2,questionnaire-gp33,,46675902,dwsavhya,13539608,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1528x704,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Specific phobia,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Panic disorder
1,1748613782395,30/05/2025 14:03:02,1748617382395,1,30/05/2025 16:03:02,212748,2,questionnaire-gp33,,46675938,22xkqxtt,13539579,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Major depressive disorder (depression),Panic disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1748613983280,30/05/2025 14:06:23,1748617583280,1,30/05/2025 16:06:23,212748,2,questionnaire-gp33,,46676025,gfjs82s6,13539606,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Specific phobia,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Body dysmorphic disorder (BDD)
1,1748615685468,30/05/2025 14:34:45,1748619285468,1,30/05/2025 16:34:45,212748,2,questionnaire-gp33,,46676709,wom6u2f7,13539943,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Specific phobia
1,1748863335655,02/06/2025 11:22:15,1748866935655,1,02/06/2025 13:22:15,212748,2,questionnaire-gp33,,46743606,tav9xm6p,13552540,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Panic disorder,Major depressive disorder (depression),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Specific phobia,Body dysmorphic disorder (BDD)
1,1748888173761,02/06/2025 18:16:13,1748891773761,1,02/06/2025 20:16:13,212748,2,questionnaire-gp33,,46763472,5a3g7oqx,13556250,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Panic disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Specific phobia,Body dysmorphic disorder (BDD)
1,1748896018976,02/06/2025 20:26:58,1748899618976,1,02/06/2025 22:26:58,212748,2,questionnaire-gp33,,46768019,73am8g3b,13557243,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,412x915,411x782,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Panic disorder
1,1748903624911,02/06/2025 22:33:44,1748907224911,1,03/06/2025 00:33:44,212748,2,questionnaire-gp33,,46771155,heyauomu,13557860,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,412x915,411x785,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Major depressive disorder (depression),Generalised anxiety disorder (GAD),Panic disorder,Specific phobia
1,1748904829334,02/06/2025 22:53:49,1748908429334,1,03/06/2025 00:53:49,212748,2,questionnaire-gp33,,46771547,hs22r389,13557968,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,414x896,430x739,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Specific phobia
1,1748905666655,02/06/2025 23:07:46,1748909266655,1,03/06/2025 01:07:46,212748,2,questionnaire-gp33,,46771754,51vu0gp9,13557940,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Specific phobia,Post-traumatic stress disorder (PTSD),Panic disorder,Body dysmorphic disorder (BDD)
1,1748933681405,03/06/2025 06:54:41,1748937281405,1,03/06/2025 08:54:41,212748,2,questionnaire-gp33,,46775527,oc8yu3qb,13558849,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Panic disorder,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Specific phobia,Body dysmorphic disorder (BDD)
1,1748936016087,03/06/2025 07:33:36,1748939616087,1,03/06/2025 09:33:36,212748,2,questionnaire-gp33,,46776512,031rpnux,13558920,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1274x554,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia
1,1748937515867,03/06/2025 07:58:35,1748941115867,1,03/06/2025 09:58:35,212748,2,questionnaire-gp33,,46777805,y3pz4pm0,13559016,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,412x892,411x751,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD),Specific phobia
1,1748937931360,03/06/2025 08:05:31,1748941531360,1,03/06/2025 10:05:31,212748,2,questionnaire-gp33,,46778225,6wopjc55,13559054,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Specific phobia,Panic disorder,Body dysmorphic disorder (BDD)
1,1748938440430,03/06/2025 08:14:00,1748942040430,1,03/06/2025 10:14:00,212748,2,questionnaire-gp33,,46778713,gneazgoa,13559197,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Panic disorder,Social phobia/social anxiety disorder,Specific phobia
1,1748938990215,03/06/2025 08:23:10,1748942590215,1,03/06/2025 10:23:10,212748,2,questionnaire-gp33,,46779279,fkvq6187,13559351,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Panic disorder,Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Specific phobia,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1748939642453,03/06/2025 08:34:02,1748943242453,1,03/06/2025 10:34:02,212748,2,questionnaire-gp33,,46779884,kbcguw8l,13559317,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Specific phobia,Social phobia/social anxiety disorder,Panic disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1748940023699,03/06/2025 08:40:23,1748943623699,1,03/06/2025 10:40:23,212748,2,questionnaire-gp33,,46780260,t9kk59pk,13559437,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Panic disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia
1,1748940202168,03/06/2025 08:43:22,1748943802168,1,03/06/2025 10:43:22,212748,2,questionnaire-gp33,,46780405,d156r2zy,13559520,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Major depressive disorder (depression),Specific phobia,Panic disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1748941028727,03/06/2025 08:57:08,1748944628727,1,03/06/2025 10:57:08,212748,2,questionnaire-gp33,,46781145,h8qa5jfk,13559471,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1033x581,1281x589,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia,Panic disorder
1,1748941305453,03/06/2025 09:01:45,1748944905453,1,03/06/2025 11:01:45,212748,2,questionnaire-gp33,,46781389,8ovv64tq,13559405,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Panic disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Specific phobia,Body dysmorphic disorder (BDD)
1,1748943668157,03/06/2025 09:41:08,1748947268157,1,03/06/2025 11:41:08,212748,2,questionnaire-gp33,,46783400,uqm49heh,13560200,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1268x596,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Specific phobia,Major depressive disorder (depression),Post-traumatic stress disorder (PTSD),Panic disorder
