Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,OCD Training object-2 Response,OCD Training object-2 Quantised,OCD training details object-3 Response,OCD training details object-3 Quantised,BDD Training object-4 Response,BDD Training object-4 Quantised,BDD training details object-13 Response,BDD training details object-13 Quantised
1,1748935983529,03/06/2025 07:33:03,1748939583529,1,03/06/2025 09:33:03,212748,2,questionnaire-ero5,,46776472,031rpnux,13558920,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1274x554,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748937504210,03/06/2025 07:58:24,1748941104210,1,03/06/2025 09:58:24,212748,2,questionnaire-ero5,,46777796,y3pz4pm0,13559016,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,412x892,411x751,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748937904623,03/06/2025 08:05:04,1748941504623,1,03/06/2025 10:05:04,212748,2,questionnaire-ero5,,46778206,6wopjc55,13559054,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748938403479,03/06/2025 08:13:23,1748942003479,1,03/06/2025 10:13:23,212748,2,questionnaire-ero5,,46778658,gneazgoa,13559197,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748938971083,03/06/2025 08:22:51,1748942571083,1,03/06/2025 10:22:51,212748,2,questionnaire-ero5,,46779246,fkvq6187,13559351,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748939617090,03/06/2025 08:33:37,1748943217090,1,03/06/2025 10:33:37,212748,2,questionnaire-ero5,,46779852,kbcguw8l,13559317,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1748939977791,03/06/2025 08:39:37,1748943577791,1,03/06/2025 10:39:37,212748,2,questionnaire-ero5,,46780221,t9kk59pk,13559437,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748940182276,03/06/2025 08:43:02,1748943782276,1,03/06/2025 10:43:02,212748,2,questionnaire-ero5,,46780389,d156r2zy,13559520,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748941002852,03/06/2025 08:56:42,1748944602852,1,03/06/2025 10:56:42,212748,2,questionnaire-ero5,,46781110,h8qa5jfk,13559471,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1033x581,1281x589,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748941273422,03/06/2025 09:01:13,1748944873422,1,03/06/2025 11:01:13,212748,2,questionnaire-ero5,,46781355,8ovv64tq,13559405,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the diagnosis of OCD,1,No,2,,
1,1748943656355,03/06/2025 09:40:56,1748947256355,1,03/06/2025 11:40:56,212748,2,questionnaire-ero5,,46783378,uqm49heh,13560200,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1268x596,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748943858690,03/06/2025 09:44:18,1748947458690,1,03/06/2025 11:44:18,212748,2,questionnaire-ero5,,46783565,is4igd0g,13560190,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748943906322,03/06/2025 09:45:06,1748947506322,1,03/06/2025 11:45:06,212748,2,questionnaire-ero5,,46783608,2py0pcmm,13560210,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x746,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748943947232,03/06/2025 09:45:47,1748947547232,1,03/06/2025 11:45:47,212748,2,questionnaire-ero5,,46783654,jt9ihgt0,13560218,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748944498257,03/06/2025 09:54:58,1748948098257,1,03/06/2025 11:54:58,212748,2,questionnaire-ero5,,46784123,bo3be06b,13560257,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x928,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Only the treatment of OCD,2,No,2,,
1,1748944654779,03/06/2025 09:57:34,1748948254779,1,03/06/2025 11:57:34,212748,2,questionnaire-ero5,,46784220,ea2pe2il,13560092,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1225x604,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,Yes,1,Both the diagnosis and treatment of BDD,3
1,1748944851966,03/06/2025 10:00:51,1748948451966,1,03/06/2025 12:00:51,212748,2,questionnaire-ero5,,46784370,px2rhqv7,13560344,,live,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x608,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1748945384862,03/06/2025 10:09:44,1748948984862,1,03/06/2025 12:09:44,212748,2,questionnaire-ero5,,46784799,a7j7fzvu,13560385,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x640,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748945405998,03/06/2025 10:10:05,1748949005998,1,03/06/2025 12:10:05,212748,2,questionnaire-ero5,,46784824,a90bh1p8,13559504,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1920x1080,1912x962,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748945896316,03/06/2025 10:18:16,1748949496316,1,03/06/2025 12:18:16,212748,2,questionnaire-ero5,,46785269,w5nkpox8,13560333,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1366x768,1358x650,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748948821803,03/06/2025 11:07:01,1748952421803,1,03/06/2025 13:07:01,212748,2,questionnaire-ero5,,46787842,z7jr3rme,13560812,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748949396744,03/06/2025 11:16:36,1748952996744,1,03/06/2025 13:16:36,212748,2,questionnaire-ero5,,46788274,6cb72in1,13561121,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748951406775,03/06/2025 11:50:06,1748955006775,1,03/06/2025 13:50:06,212748,2,questionnaire-ero5,,46789599,f9oxg8kw,13561452,,complete,,,mobile,undefined K,Android 10,Edge 136.0.0.0,360x880,360x696,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748956321998,03/06/2025 13:12:01,1748959921998,1,03/06/2025 15:12:01,212748,2,questionnaire-ero5,,46795080,koygm5q9,13562824,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Both the diagnosis and treatment of BDD,3
1,1748962791181,03/06/2025 14:59:51,1748966391181,1,03/06/2025 16:59:51,212748,2,questionnaire-ero5,,46801971,tfg33lm0,13564833,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x768,1272x650,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748962796100,03/06/2025 14:59:56,1748966396100,1,03/06/2025 16:59:56,212748,2,questionnaire-ero5,,46801990,sck80nvx,13565223,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748964579442,03/06/2025 15:29:39,1748968179442,1,03/06/2025 17:29:39,212748,2,questionnaire-ero5,,46803500,1nde45cl,13565324,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x568,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,BDD female - OCD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
1,1748977262392,03/06/2025 19:01:02,1748980862392,1,03/06/2025 21:01:02,212748,2,questionnaire-ero5,,46811181,t9qabfhw,13565276,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,No,2,,
1,1748977341014,03/06/2025 19:02:21,1748980941014,1,03/06/2025 21:02:21,212748,2,questionnaire-ero5,,46811212,ywhrbqcy,13567972,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Yes,1,Both the diagnosis and treatment of OCD,3,Yes,1,Only the diagnosis of BDD,1
1,1749025681911,04/06/2025 08:28:01,1749029281911,1,04/06/2025 10:28:01,212748,2,questionnaire-ero5,,46826499,yacm5giw,13570868,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1216x538,Completed prevalence - clicked onto thanks and debrief,,0,Training questions,10,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,No,2,,,No,2,,
